Date,Asset,Asset Price,Benchmark,Benchmark Price,Asset Return,Benchmark Return
2023-12-06,FinSight Demo Asset,96.95,Global Benchmark Proxy,92.29,-0.024058788000805298,-0.01808703053516314
2023-12-07,FinSight Demo Asset,94.92,Global Benchmark Proxy,90.9,-0.02093862815884473,-0.015061220067179582
2023-12-08,FinSight Demo Asset,96.7,Global Benchmark Proxy,92.96,0.018752633796881524,0.022662266226622485
2023-12-11,FinSight Demo Asset,96.84,Global Benchmark Proxy,91.73,0.0014477766287486205,-0.013231497418244254
2023-12-12,FinSight Demo Asset,95.88,Global Benchmark Proxy,90.7,-0.00991325898389106,-0.011228605690613791
2023-12-13,FinSight Demo Asset,98.5,Global Benchmark Proxy,92.48,0.02732582394659988,0.019625137816979166
2023-12-14,FinSight Demo Asset,101.47,Global Benchmark Proxy,95.33,0.03015228426395944,0.030817474048442817
2023-12-15,FinSight Demo Asset,100.05,Global Benchmark Proxy,94.19,-0.013994284024834935,-0.011958460086016975
2023-12-18,FinSight Demo Asset,99.2,Global Benchmark Proxy,93.86,-0.008495752123937939,-0.0035035566408323504
2023-12-19,FinSight Demo Asset,97.85,Global Benchmark Proxy,94.22,-0.013608870967741993,0.0038354996803751096
2023-12-20,FinSight Demo Asset,98.9,Global Benchmark Proxy,95.96,0.01073071027082273,0.018467416684355697
2023-12-21,FinSight Demo Asset,96.63,Global Benchmark Proxy,95.0,-0.02295247724974736,-0.010004168403501379
2023-12-22,FinSight Demo Asset,94.93,Global Benchmark Proxy,94.79,-0.017592880057952898,-0.0022105263157894406
2023-12-25,FinSight Demo Asset,95.05,Global Benchmark Proxy,95.59,0.0012640893289792565,0.008439708830045412
2023-12-26,FinSight Demo Asset,96.42,Global Benchmark Proxy,96.06,0.01441346659652809,0.004916832304634466
2023-12-27,FinSight Demo Asset,96.03,Global Benchmark Proxy,95.71,-0.004044803982576228,-0.003643556110764168
2023-12-28,FinSight Demo Asset,96.78,Global Benchmark Proxy,95.61,0.007810059356451182,-0.00104482290251795
2023-12-29,FinSight Demo Asset,95.59,Global Benchmark Proxy,94.26,-0.012295928910932008,-0.01411986193912762
2024-01-01,FinSight Demo Asset,95.89,Global Benchmark Proxy,94.05,0.003138403598702766,-0.00222788033099941
2024-01-02,FinSight Demo Asset,95.07,Global Benchmark Proxy,93.82,-0.008551465220565269,-0.002445507708665695
2024-01-03,FinSight Demo Asset,95.71,Global Benchmark Proxy,94.08,0.006731881771326442,0.002771264122788386
2024-01-04,FinSight Demo Asset,95.63,Global Benchmark Proxy,93.56,-0.0008358583220143823,-0.005527210884353706
2024-01-05,FinSight Demo Asset,95.81,Global Benchmark Proxy,94.05,0.0018822545226393483,0.005237280889268892
2024-01-08,FinSight Demo Asset,97.33,Global Benchmark Proxy,95.08,0.015864732282642624,0.010951621477937268
2024-01-09,FinSight Demo Asset,97.93,Global Benchmark Proxy,95.27,0.006164594677900093,0.0019983172065629606
2024-01-10,FinSight Demo Asset,98.0,Global Benchmark Proxy,95.65,0.0007147962830591492,0.003988663797627856
2024-01-11,FinSight Demo Asset,97.36,Global Benchmark Proxy,95.73,-0.0065306122448979265,0.0008363826450601408
2024-01-12,FinSight Demo Asset,96.63,Global Benchmark Proxy,95.76,-0.007497945768282666,0.0003133813851456946
2024-01-15,FinSight Demo Asset,95.95,Global Benchmark Proxy,95.07,-0.007037152023181115,-0.007205513784461326
2024-01-16,FinSight Demo Asset,96.56,Global Benchmark Proxy,95.41,0.00635747785304841,0.0035763121910172835
2024-01-17,FinSight Demo Asset,95.98,Global Benchmark Proxy,95.35,-0.006006628003313974,-0.0006288648988576062
2024-01-18,FinSight Demo Asset,98.33,Global Benchmark Proxy,97.47,0.024484267555740624,0.022233875196643993
2024-01-19,FinSight Demo Asset,100.51,Global Benchmark Proxy,99.12,0.02217024305908688,0.01692828562634663
2024-01-22,FinSight Demo Asset,101.43,Global Benchmark Proxy,99.55,0.009153318077803174,0.004338175948345402
2024-01-23,FinSight Demo Asset,101.68,Global Benchmark Proxy,98.78,0.0024647540175490867,-0.007734806629834168
2024-01-24,FinSight Demo Asset,101.33,Global Benchmark Proxy,97.66,-0.0034421715184894675,-0.01133832759667952
2024-01-25,FinSight Demo Asset,102.06,Global Benchmark Proxy,98.91,0.007204184348169385,0.01279950849887368
2024-01-26,FinSight Demo Asset,103.59,Global Benchmark Proxy,99.22,0.014991181657848296,0.003134162369831106
2024-01-29,FinSight Demo Asset,103.83,Global Benchmark Proxy,99.75,0.002316825948450507,0.0053416649868978094
2024-01-30,FinSight Demo Asset,102.57,Global Benchmark Proxy,97.95,-0.012135221034383137,-0.018045112781954864
2024-01-31,FinSight Demo Asset,103.75,Global Benchmark Proxy,98.94,0.011504338500536226,0.010107197549770186
2024-02-01,FinSight Demo Asset,104.05,Global Benchmark Proxy,99.44,0.0028915662650601526,0.005053567818880111
2024-02-02,FinSight Demo Asset,101.51,Global Benchmark Proxy,98.32,-0.024411340701585682,-0.011263073209975882
2024-02-05,FinSight Demo Asset,100.91,Global Benchmark Proxy,97.86,-0.005910747709585329,-0.0046786004882016785
2024-02-06,FinSight Demo Asset,100.19,Global Benchmark Proxy,98.16,-0.0071350708552174735,0.003065603923972926
2024-02-07,FinSight Demo Asset,100.96,Global Benchmark Proxy,98.25,0.007685397744285893,0.000916870415647919
2024-02-08,FinSight Demo Asset,101.72,Global Benchmark Proxy,97.98,0.007527733755942956,-0.0027480916030534486
2024-02-09,FinSight Demo Asset,101.11,Global Benchmark Proxy,97.9,-0.005996854109319716,-0.0008164931618697135
2024-02-12,FinSight Demo Asset,101.08,Global Benchmark Proxy,97.68,-0.0002967065572149208,-0.0022471910112359383
2024-02-13,FinSight Demo Asset,100.81,Global Benchmark Proxy,97.86,-0.002671151563118257,0.001842751842751733
2024-02-14,FinSight Demo Asset,102.11,Global Benchmark Proxy,99.41,0.01289554607677812,0.015838953607193895
2024-02-15,FinSight Demo Asset,99.73,Global Benchmark Proxy,96.76,-0.023308197042405165,-0.02665727793984496
2024-02-16,FinSight Demo Asset,99.49,Global Benchmark Proxy,96.55,-0.002406497543367192,-0.0021703183133526815
2024-02-19,FinSight Demo Asset,100.92,Global Benchmark Proxy,96.76,0.014373303849633201,0.002175038839979271
2024-02-20,FinSight Demo Asset,100.98,Global Benchmark Proxy,97.09,0.0005945303210463937,0.003410500206696865
2024-02-21,FinSight Demo Asset,101.29,Global Benchmark Proxy,96.74,0.003069914834620713,-0.0036049026676280294
2024-02-22,FinSight Demo Asset,99.39,Global Benchmark Proxy,94.99,-0.018758021522361612,-0.01808972503617945
2024-02-23,FinSight Demo Asset,100.35,Global Benchmark Proxy,95.35,0.009658919408391142,0.003789872618170431
2024-02-26,FinSight Demo Asset,102.07,Global Benchmark Proxy,97.11,0.017140009965121994,0.01845831148400645
2024-02-27,FinSight Demo Asset,100.31,Global Benchmark Proxy,95.57,-0.01724306848241397,-0.015858305014931573
2024-02-28,FinSight Demo Asset,101.27,Global Benchmark Proxy,96.47,0.009570331970890189,0.009417181123783758
2024-02-29,FinSight Demo Asset,100.37,Global Benchmark Proxy,96.17,-0.008887133405746983,-0.0031097750596039697
2024-03-01,FinSight Demo Asset,100.8,Global Benchmark Proxy,96.14,0.004284148649994934,-0.00031194759280439577
2024-03-04,FinSight Demo Asset,100.1,Global Benchmark Proxy,95.11,-0.00694444444444442,-0.010713542750156013
2024-03-05,FinSight Demo Asset,100.17,Global Benchmark Proxy,94.8,0.0006993006993007977,-0.0032593838713069756
2024-03-06,FinSight Demo Asset,102.75,Global Benchmark Proxy,96.13,0.025756214435459723,0.014029535864978904
2024-03-07,FinSight Demo Asset,104.5,Global Benchmark Proxy,96.75,0.017031630170316392,0.00644959950067614
2024-03-08,FinSight Demo Asset,106.34,Global Benchmark Proxy,98.54,0.017607655502392294,0.018501291989664104
2024-03-11,FinSight Demo Asset,108.08,Global Benchmark Proxy,99.79,0.016362610494639718,0.01268520397808004
2024-03-12,FinSight Demo Asset,108.22,Global Benchmark Proxy,100.28,0.0012953367875647714,0.00491031165447442
2024-03-13,FinSight Demo Asset,110.43,Global Benchmark Proxy,102.15,0.020421363888375677,0.018647786198643823
2024-03-14,FinSight Demo Asset,110.59,Global Benchmark Proxy,102.65,0.0014488816444806485,0.004894762604013669
2024-03-15,FinSight Demo Asset,112.91,Global Benchmark Proxy,103.58,0.02097838864273438,0.009059912323428954
2024-03-18,FinSight Demo Asset,112.87,Global Benchmark Proxy,103.29,-0.0003542644584181298,-0.0027997682950375857
2024-03-19,FinSight Demo Asset,112.84,Global Benchmark Proxy,103.39,-0.0002657925046514187,0.0009681479330041487
2024-03-20,FinSight Demo Asset,112.93,Global Benchmark Proxy,102.67,0.0007975895072669381,-0.006963923009962292
2024-03-21,FinSight Demo Asset,112.58,Global Benchmark Proxy,103.77,-0.0030992650314354275,0.010713937859160305
2024-03-22,FinSight Demo Asset,109.6,Global Benchmark Proxy,102.52,-0.02647006573103572,-0.012045870675532422
2024-03-25,FinSight Demo Asset,111.22,Global Benchmark Proxy,103.39,0.014781021897810165,0.008486149044089064
2024-03-26,FinSight Demo Asset,111.08,Global Benchmark Proxy,103.22,-0.0012587664089193096,-0.0016442595995744824
2024-03-27,FinSight Demo Asset,112.81,Global Benchmark Proxy,104.52,0.01557436082102992,0.012594458438287104
2024-03-28,FinSight Demo Asset,112.81,Global Benchmark Proxy,105.38,0.0,0.0082280903176426
2024-03-29,FinSight Demo Asset,115.18,Global Benchmark Proxy,107.43,0.021008775817746628,0.019453406718542565
2024-04-01,FinSight Demo Asset,117.76,Global Benchmark Proxy,108.28,0.022399722173988446,0.007912128828074128
2024-04-02,FinSight Demo Asset,116.39,Global Benchmark Proxy,106.53,-0.011633831521739135,-0.01616180273365353
2024-04-03,FinSight Demo Asset,116.49,Global Benchmark Proxy,106.49,0.000859180341953758,-0.00037548108514040557
2024-04-04,FinSight Demo Asset,114.66,Global Benchmark Proxy,105.21,-0.01570950296162754,-0.012019907972579569
2024-04-05,FinSight Demo Asset,113.74,Global Benchmark Proxy,104.68,-0.008023722309436598,-0.005037543959699575
2024-04-08,FinSight Demo Asset,114.1,Global Benchmark Proxy,106.37,0.0031651134165640027,0.01614444019870076
2024-04-09,FinSight Demo Asset,115.19,Global Benchmark Proxy,107.12,0.00955302366345312,0.007050860204945053
2024-04-10,FinSight Demo Asset,114.99,Global Benchmark Proxy,106.36,-0.0017362618282836806,-0.0070948469006721915
2024-04-11,FinSight Demo Asset,112.5,Global Benchmark Proxy,105.27,-0.02165405687451083,-0.010248213614140633
2024-04-12,FinSight Demo Asset,112.1,Global Benchmark Proxy,105.34,-0.003555555555555645,0.0006649567778094223
2024-04-15,FinSight Demo Asset,109.73,Global Benchmark Proxy,104.02,-0.021141837644959804,-0.012530852477691368
2024-04-16,FinSight Demo Asset,108.23,Global Benchmark Proxy,103.32,-0.013669917069169757,-0.006729475100942128
2024-04-17,FinSight Demo Asset,108.71,Global Benchmark Proxy,103.7,0.004434999538020845,0.0036778939217965156
2024-04-18,FinSight Demo Asset,108.65,Global Benchmark Proxy,104.99,-0.000551927145616693,0.012439729990356696
2024-04-19,FinSight Demo Asset,109.91,Global Benchmark Proxy,105.69,0.011596870685687932,0.006667301647776069
2024-04-22,FinSight Demo Asset,107.67,Global Benchmark Proxy,103.18,-0.020380311163679332,-0.023748699025451736
2024-04-23,FinSight Demo Asset,107.92,Global Benchmark Proxy,103.55,0.0023219095384043875,0.0035859662725332697
2024-04-24,FinSight Demo Asset,106.24,Global Benchmark Proxy,103.66,-0.015567086730911894,0.0010622887493965116
2024-04-25,FinSight Demo Asset,106.08,Global Benchmark Proxy,104.14,-0.001506024096385561,0.004630522863206643
2024-04-26,FinSight Demo Asset,108.97,Global Benchmark Proxy,105.94,0.027243589743589647,0.017284424812751942
2024-04-29,FinSight Demo Asset,104.42,Global Benchmark Proxy,103.68,-0.041754611360924954,-0.021332829903718986
2024-04-30,FinSight Demo Asset,103.53,Global Benchmark Proxy,103.07,-0.008523271403945598,-0.005883487654321118
2024-05-01,FinSight Demo Asset,103.44,Global Benchmark Proxy,103.74,-0.000869313242538472,0.006500436596487802
2024-05-02,FinSight Demo Asset,102.21,Global Benchmark Proxy,102.05,-0.01189095127610218,-0.016290726817042578
2024-05-03,FinSight Demo Asset,103.5,Global Benchmark Proxy,103.67,0.012621074258878817,0.01587457128858416
2024-05-06,FinSight Demo Asset,104.27,Global Benchmark Proxy,104.1,0.007439613526569966,0.00414777659882315
2024-05-07,FinSight Demo Asset,105.73,Global Benchmark Proxy,105.06,0.01400210990697226,0.009221902017291228
2024-05-08,FinSight Demo Asset,106.42,Global Benchmark Proxy,104.46,0.006526056937482316,-0.005711022272986921
2024-05-09,FinSight Demo Asset,107.31,Global Benchmark Proxy,105.39,0.0083630896448037,0.00890292935094772
2024-05-10,FinSight Demo Asset,108.94,Global Benchmark Proxy,106.61,0.015189637498835173,0.01157605085871527
2024-05-13,FinSight Demo Asset,108.19,Global Benchmark Proxy,106.9,-0.006884523590967473,0.002720195103648848
2024-05-14,FinSight Demo Asset,109.41,Global Benchmark Proxy,107.2,0.011276458083002039,0.00280636108512633
2024-05-15,FinSight Demo Asset,109.24,Global Benchmark Proxy,107.54,-0.001553788501965081,0.003171641791044788
2024-05-16,FinSight Demo Asset,107.81,Global Benchmark Proxy,106.6,-0.013090443061149704,-0.008740933606100176
2024-05-17,FinSight Demo Asset,107.67,Global Benchmark Proxy,106.47,-0.001298580836657126,-0.0012195121951219523
2024-05-20,FinSight Demo Asset,106.39,Global Benchmark Proxy,106.33,-0.01188817683663046,-0.0013149243918474385
2024-05-21,FinSight Demo Asset,107.08,Global Benchmark Proxy,106.79,0.00648557195225119,0.004326154424903583
2024-05-22,FinSight Demo Asset,109.05,Global Benchmark Proxy,107.95,0.018397459843108033,0.010862440303399223
2024-05-23,FinSight Demo Asset,108.02,Global Benchmark Proxy,106.78,-0.00944520861989917,-0.010838351088466869
2024-05-24,FinSight Demo Asset,106.75,Global Benchmark Proxy,106.67,-0.011757082021847776,-0.0010301554598238782
2024-05-27,FinSight Demo Asset,108.51,Global Benchmark Proxy,108.37,0.016487119437939235,0.015937001968688413
2024-05-28,FinSight Demo Asset,108.2,Global Benchmark Proxy,107.56,-0.002856879550271918,-0.007474393282273728
2024-05-29,FinSight Demo Asset,105.87,Global Benchmark Proxy,106.66,-0.021534195933456513,-0.008367422833767235
2024-05-30,FinSight Demo Asset,105.39,Global Benchmark Proxy,106.92,-0.004533862283933154,0.0024376523532720906
2024-05-31,FinSight Demo Asset,107.09,Global Benchmark Proxy,107.91,0.01613056267198032,0.0092592592592593
2024-06-03,FinSight Demo Asset,107.35,Global Benchmark Proxy,107.95,0.002427864413110381,0.0003706792697619754
2024-06-04,FinSight Demo Asset,109.33,Global Benchmark Proxy,109.49,0.01844434094084768,0.01426586382584527
2024-06-05,FinSight Demo Asset,111.83,Global Benchmark Proxy,110.51,0.02286655080947586,0.009315919262033123
2024-06-06,FinSight Demo Asset,113.31,Global Benchmark Proxy,111.53,0.013234373602790006,0.009229933942629609
2024-06-07,FinSight Demo Asset,114.59,Global Benchmark Proxy,112.21,0.01129644338540281,0.006097014256253752
2024-06-10,FinSight Demo Asset,119.79,Global Benchmark Proxy,114.99,0.045379177938738025,0.02477497549238028
2024-06-11,FinSight Demo Asset,119.4,Global Benchmark Proxy,114.78,-0.0032556974705735264,-0.001826245760500833
2024-06-12,FinSight Demo Asset,116.1,Global Benchmark Proxy,112.4,-0.027638190954773934,-0.020735319742115288
2024-06-13,FinSight Demo Asset,118.61,Global Benchmark Proxy,114.33,0.021619293712316967,0.01717081850533808
2024-06-14,FinSight Demo Asset,118.41,Global Benchmark Proxy,113.82,-0.0016861984655593965,-0.004460771451062717
2024-06-17,FinSight Demo Asset,118.2,Global Benchmark Proxy,113.98,-0.0017734988598935297,0.0014057283429977918
2024-06-18,FinSight Demo Asset,119.18,Global Benchmark Proxy,115.59,0.008291032148900257,0.01412528513774336
2024-06-19,FinSight Demo Asset,118.95,Global Benchmark Proxy,113.68,-0.0019298540023494626,-0.016523920754390464
2024-06-20,FinSight Demo Asset,117.59,Global Benchmark Proxy,112.22,-0.011433375367801646,-0.012843068261787494
2024-06-21,FinSight Demo Asset,114.93,Global Benchmark Proxy,110.37,-0.022620971171017912,-0.01648547495990016
2024-06-24,FinSight Demo Asset,114.67,Global Benchmark Proxy,109.48,-0.002262246584877836,-0.008063785448944483
2024-06-25,FinSight Demo Asset,115.22,Global Benchmark Proxy,110.03,0.004796372198482501,0.005023748629886748
2024-06-26,FinSight Demo Asset,115.77,Global Benchmark Proxy,110.67,0.004773476826939849,0.005816595473961739
2024-06-27,FinSight Demo Asset,116.63,Global Benchmark Proxy,111.02,0.007428522069620858,0.003162555344718543
2024-06-28,FinSight Demo Asset,113.8,Global Benchmark Proxy,109.41,-0.024264768927377167,-0.014501891551071844
2024-07-01,FinSight Demo Asset,111.15,Global Benchmark Proxy,106.79,-0.02328646748681895,-0.023946622794991268
2024-07-02,FinSight Demo Asset,112.73,Global Benchmark Proxy,106.89,0.01421502474134062,0.0009364172675343507
2024-07-03,FinSight Demo Asset,112.54,Global Benchmark Proxy,106.39,-0.001685443094118666,-0.004677706052951591
2024-07-04,FinSight Demo Asset,112.9,Global Benchmark Proxy,106.94,0.0031988626266217235,0.005169658802518962
2024-07-05,FinSight Demo Asset,113.47,Global Benchmark Proxy,107.76,0.005048715677590687,0.0076678511314756115
2024-07-08,FinSight Demo Asset,113.39,Global Benchmark Proxy,107.95,-0.0007050321670926119,0.0017631774313289217
2024-07-09,FinSight Demo Asset,114.23,Global Benchmark Proxy,108.85,0.00740806067554467,0.008337193144974497
2024-07-10,FinSight Demo Asset,114.29,Global Benchmark Proxy,109.15,0.0005252560623303371,0.002756086357372567
2024-07-11,FinSight Demo Asset,115.75,Global Benchmark Proxy,109.79,0.012774520955464164,0.005863490609253397
2024-07-12,FinSight Demo Asset,113.52,Global Benchmark Proxy,109.01,-0.01926565874730024,-0.007104472174150667
2024-07-15,FinSight Demo Asset,114.02,Global Benchmark Proxy,108.84,0.004404510218463775,-0.001559489955050064
2024-07-16,FinSight Demo Asset,114.04,Global Benchmark Proxy,109.1,0.00017540782318903325,0.002388827636898183
2024-07-17,FinSight Demo Asset,115.45,Global Benchmark Proxy,110.07,0.012364082777972518,0.008890925756186885
2024-07-18,FinSight Demo Asset,114.11,Global Benchmark Proxy,109.65,-0.011606756171502863,-0.003815753611338124
2024-07-19,FinSight Demo Asset,115.88,Global Benchmark Proxy,110.29,0.015511348698624028,0.005836753305973552
2024-07-22,FinSight Demo Asset,116.57,Global Benchmark Proxy,110.02,0.005954435623058307,-0.002448091395412133
2024-07-23,FinSight Demo Asset,117.24,Global Benchmark Proxy,109.92,0.005747619456120789,-0.0009089256498817644
2024-07-24,FinSight Demo Asset,117.19,Global Benchmark Proxy,110.91,-0.0004264756055953889,0.009006550218340514
2024-07-25,FinSight Demo Asset,115.27,Global Benchmark Proxy,108.62,-0.01638365048212309,-0.02064737174285447
2024-07-26,FinSight Demo Asset,113.95,Global Benchmark Proxy,107.18,-0.01145137503253224,-0.013257227030012864
2024-07-29,FinSight Demo Asset,110.85,Global Benchmark Proxy,105.55,-0.027204914436156247,-0.01520806120544882
2024-07-30,FinSight Demo Asset,107.96,Global Benchmark Proxy,102.99,-0.02607126747857469,-0.02425390810042638
2024-07-31,FinSight Demo Asset,107.45,Global Benchmark Proxy,102.29,-0.004723971841422703,-0.006796776386056802
2024-08-01,FinSight Demo Asset,108.83,Global Benchmark Proxy,103.13,0.012843182875756032,0.008211946426825545
2024-08-02,FinSight Demo Asset,108.66,Global Benchmark Proxy,102.86,-0.001562069282367018,-0.0026180548821874705
2024-08-05,FinSight Demo Asset,109.18,Global Benchmark Proxy,103.1,0.004785569666850842,0.0023332685203187875
2024-08-06,FinSight Demo Asset,111.68,Global Benchmark Proxy,104.31,0.02289796666056043,0.011736178467507408
2024-08-07,FinSight Demo Asset,114.35,Global Benchmark Proxy,105.8,0.023907593123209114,0.014284344741635424
2024-08-08,FinSight Demo Asset,112.09,Global Benchmark Proxy,105.76,-0.019763882815916012,-0.0003780718336483524
2024-08-09,FinSight Demo Asset,113.63,Global Benchmark Proxy,107.3,0.013738959764474812,0.014561270801815462
2024-08-12,FinSight Demo Asset,113.68,Global Benchmark Proxy,107.43,0.0004400246413800435,0.0012115563839703025
2024-08-13,FinSight Demo Asset,111.31,Global Benchmark Proxy,106.52,-0.020847994370161937,-0.00847063203946763
2024-08-14,FinSight Demo Asset,110.69,Global Benchmark Proxy,105.89,-0.005570029646931984,-0.005914382275628904
2024-08-15,FinSight Demo Asset,109.83,Global Benchmark Proxy,104.28,-0.007769446201102204,-0.015204457455850418
2024-08-16,FinSight Demo Asset,107.97,Global Benchmark Proxy,103.34,-0.01693526358918329,-0.009014192558496337
2024-08-19,FinSight Demo Asset,107.83,Global Benchmark Proxy,102.99,-0.0012966564786515145,-0.003386878265918436
2024-08-20,FinSight Demo Asset,108.2,Global Benchmark Proxy,103.89,0.0034313270889363423,0.008738712496358936
2024-08-21,FinSight Demo Asset,109.87,Global Benchmark Proxy,105.8,0.015434380776340184,0.01838483010876879
2024-08-22,FinSight Demo Asset,109.31,Global Benchmark Proxy,104.3,-0.005096932738691162,-0.01417769376181477
2024-08-23,FinSight Demo Asset,109.45,Global Benchmark Proxy,104.76,0.00128076113804787,0.004410354745925327
2024-08-26,FinSight Demo Asset,108.56,Global Benchmark Proxy,103.65,-0.008131566925536737,-0.0105956471935853
2024-08-27,FinSight Demo Asset,107.82,Global Benchmark Proxy,104.2,-0.006816507000736993,0.005306319343945987
2024-08-28,FinSight Demo Asset,109.09,Global Benchmark Proxy,104.09,0.011778890743832315,-0.0010556621880998263
2024-08-29,FinSight Demo Asset,107.32,Global Benchmark Proxy,102.12,-0.016225135209460118,-0.018925929484100323
2024-08-30,FinSight Demo Asset,108.38,Global Benchmark Proxy,103.15,0.009877003354453961,0.010086173129651321
2024-09-02,FinSight Demo Asset,108.12,Global Benchmark Proxy,102.53,-0.002398966599003405,-0.006010664081434802
2024-09-03,FinSight Demo Asset,106.48,Global Benchmark Proxy,101.99,-0.015168331483536801,-0.005266751194772268
2024-09-04,FinSight Demo Asset,106.1,Global Benchmark Proxy,100.87,-0.003568745304282639,-0.010981468771448122
2024-09-05,FinSight Demo Asset,105.14,Global Benchmark Proxy,100.21,-0.009048067860508935,-0.0065430752453654595
2024-09-06,FinSight Demo Asset,105.56,Global Benchmark Proxy,100.69,0.003994673768308976,0.0047899411236402845
2024-09-09,FinSight Demo Asset,105.03,Global Benchmark Proxy,100.53,-0.005020841227737827,-0.0015890356539874917
2024-09-10,FinSight Demo Asset,105.06,Global Benchmark Proxy,100.9,0.00028563267637826684,0.003680493385059158
2024-09-11,FinSight Demo Asset,106.05,Global Benchmark Proxy,101.32,0.009423186750428192,0.004162537165510294
2024-09-12,FinSight Demo Asset,107.88,Global Benchmark Proxy,102.76,0.017256011315417208,0.014212396367943247
2024-09-13,FinSight Demo Asset,107.99,Global Benchmark Proxy,102.42,0.0010196514645903765,-0.0033086804203971143
2024-09-16,FinSight Demo Asset,106.23,Global Benchmark Proxy,100.87,-0.016297805352347372,-0.015133762936926365
2024-09-17,FinSight Demo Asset,107.94,Global Benchmark Proxy,102.03,0.016097147698390213,0.011499950431248074
2024-09-18,FinSight Demo Asset,107.29,Global Benchmark Proxy,101.71,-0.006021863998517563,-0.0031363324512398982
2024-09-19,FinSight Demo Asset,110.33,Global Benchmark Proxy,102.93,0.028334420728865606,0.011994887425032186
2024-09-20,FinSight Demo Asset,109.69,Global Benchmark Proxy,103.38,-0.005800779479742557,0.004371903235208308
2024-09-23,FinSight Demo Asset,110.52,Global Benchmark Proxy,103.27,0.007566779104749788,-0.0010640355968272175
2024-09-24,FinSight Demo Asset,112.05,Global Benchmark Proxy,103.68,0.013843648208469173,0.0039701752687131275
2024-09-25,FinSight Demo Asset,113.94,Global Benchmark Proxy,105.83,0.01686746987951815,0.020736882716049232
2024-09-26,FinSight Demo Asset,118.41,Global Benchmark Proxy,108.18,0.039231174302264415,0.02220542379287549
2024-09-27,FinSight Demo Asset,119.36,Global Benchmark Proxy,108.29,0.008022971032851878,0.0010168238121648354
2024-09-30,FinSight Demo Asset,120.43,Global Benchmark Proxy,108.51,0.008964477211796273,0.0020315818635145977
2024-10-01,FinSight Demo Asset,121.99,Global Benchmark Proxy,109.77,0.012953582994270407,0.01161183301078239
2024-10-02,FinSight Demo Asset,120.7,Global Benchmark Proxy,108.83,-0.010574637265349573,-0.008563359752209121
2024-10-03,FinSight Demo Asset,121.05,Global Benchmark Proxy,109.24,0.0028997514498756427,0.0037673435633556185
2024-10-04,FinSight Demo Asset,121.4,Global Benchmark Proxy,109.25,0.0028913672036350313,9.154155986812462e-05
2024-10-07,FinSight Demo Asset,123.05,Global Benchmark Proxy,109.64,0.013591433278418386,0.003569794050343189
2024-10-08,FinSight Demo Asset,122.1,Global Benchmark Proxy,108.72,-0.0077204388459976014,-0.008391098139365227
2024-10-09,FinSight Demo Asset,119.21,Global Benchmark Proxy,106.94,-0.02366912366912366,-0.01637233259749815
2024-10-10,FinSight Demo Asset,117.14,Global Benchmark Proxy,104.65,-0.017364315074238634,-0.02141387694034025
2024-10-11,FinSight Demo Asset,116.45,Global Benchmark Proxy,103.45,-0.005890387570428479,-0.011466794075489783
2024-10-14,FinSight Demo Asset,116.42,Global Benchmark Proxy,102.99,-0.00025762129669382183,-0.004446592556790807
2024-10-15,FinSight Demo Asset,116.69,Global Benchmark Proxy,102.7,0.0023191891427589706,-0.0028158073599378053
2024-10-16,FinSight Demo Asset,119.1,Global Benchmark Proxy,104.83,0.02065301225469196,0.02074001947419668
2024-10-17,FinSight Demo Asset,119.9,Global Benchmark Proxy,106.08,0.0067170445004198776,0.011924067537918637
2024-10-18,FinSight Demo Asset,117.95,Global Benchmark Proxy,105.04,-0.01626355296080073,-0.009803921568627416
2024-10-21,FinSight Demo Asset,117.16,Global Benchmark Proxy,105.46,-0.006697753285290431,0.003998476770753934
2024-10-22,FinSight Demo Asset,116.87,Global Benchmark Proxy,105.04,-0.0024752475247523664,-0.003982552626588198
2024-10-23,FinSight Demo Asset,116.49,Global Benchmark Proxy,104.76,-0.003251475998973352,-0.0026656511805026595
2024-10-24,FinSight Demo Asset,116.45,Global Benchmark Proxy,105.0,-0.0003433771139152997,0.002290950744558984
2024-10-25,FinSight Demo Asset,114.99,Global Benchmark Proxy,105.71,-0.012537569772434587,0.006761904761904747
2024-10-28,FinSight Demo Asset,113.63,Global Benchmark Proxy,105.37,-0.011827115401339294,-0.0032163466086462256
2024-10-29,FinSight Demo Asset,115.93,Global Benchmark Proxy,106.58,0.020241133503476227,0.01148334440542853
2024-10-30,FinSight Demo Asset,113.96,Global Benchmark Proxy,105.34,-0.016993013025101478,-0.011634452993056765
2024-10-31,FinSight Demo Asset,114.31,Global Benchmark Proxy,105.38,0.0030712530712531105,0.00037972280235409883
2024-11-01,FinSight Demo Asset,116.66,Global Benchmark Proxy,108.28,0.02055813139707796,0.027519453406718686
2024-11-04,FinSight Demo Asset,118.16,Global Benchmark Proxy,108.57,0.012857877593005274,0.002678241595862607
2024-11-05,FinSight Demo Asset,120.02,Global Benchmark Proxy,110.24,0.01574136763710232,0.015381781339228073
2024-11-06,FinSight Demo Asset,120.45,Global Benchmark Proxy,110.38,0.003582736210631543,0.0012699564586358125
2024-11-07,FinSight Demo Asset,123.21,Global Benchmark Proxy,111.09,0.022914072229140547,0.006432324696503011
2024-11-08,FinSight Demo Asset,124.46,Global Benchmark Proxy,111.06,0.010145280415550628,-0.0002700513097488866
