month,business_unit,cost_category,revenue,budget,actual,variance,variance_pct
2025-11-01,North America,Travel,5812261.45,348735.69,369684.07,20948.380000000005,0.06006950421392202
2025-11-01,North America,Software,5812261.45,697471.37,799059.26,101587.89000000001,0.14565169893640223
2025-11-01,North America,Professional Services,5812261.45,581226.15,615205.77,33979.619999999995,0.05846196011655703
2025-11-01,North America,Facilities,5812261.45,406858.3,355690.49,-51167.81,-0.12576322026612213
2025-11-01,North America,Marketing,5812261.45,406858.3,404679.07,-2179.2299999999814,-0.005356238277552606
2025-11-01,EMEA,Payroll,3755966.17,1577505.79,1512098.63,-65407.16000000015,-0.04146238981474683
2025-11-01,EMEA,Cloud,3755966.17,600954.59,673608.96,72654.37,0.12089826953480795
2025-11-01,EMEA,Travel,3755966.17,225357.97,236851.84,11493.869999999995,0.05100272246861291
2025-11-01,EMEA,Software,3755966.17,450715.94,425514.41,-25201.530000000028,-0.05591444136632937
2025-11-01,EMEA,Professional Services,3755966.17,375596.62,345136.71,-30459.909999999974,-0.08109740178173055
2025-11-01,EMEA,Facilities,3755966.17,262917.63,263607.15,689.5200000000186,0.002622570422531264
2025-11-01,EMEA,Marketing,3755966.17,262917.63,237329.22,-25588.410000000003,-0.09732481614108572
2025-11-01,APAC,Payroll,2974709.1,1249377.82,1280563.24,31185.419999999925,0.024960760068559504
2025-11-01,APAC,Cloud,2974709.1,475953.46,519943.44,43989.97999999998,0.09242496104556101
2025-11-01,APAC,Travel,2974709.1,178482.55,187174.81,8692.26000000001,0.04870089540966335
2025-11-01,APAC,Software,2974709.1,356965.09,291532.26,-65432.830000000016,-0.18330316278266878
2025-11-01,APAC,Professional Services,2974709.1,297470.91,304714.13,7243.22000000003,0.024349338898381798
2025-11-01,APAC,Facilities,2974709.1,208229.64,209429.6,1199.9599999999919,0.005762676245322192
2025-11-01,APAC,Marketing,2974709.1,208229.64,215124.37,6894.729999999981,0.03311118436357082
2025-11-01,India,Payroll,2413938.55,1013854.19,846508.37,-167345.81999999995,-0.16505906041577828
2025-11-01,India,Cloud,2413938.55,386230.17,367966.01,-18264.159999999974,-0.04728827890374275
2025-11-01,India,Travel,2413938.55,144836.31,151683.09,6846.779999999999,0.047272538219179976
2025-11-01,India,Software,2413938.55,289672.63,253021.06,-36651.57000000001,-0.12652755629691353
2025-11-01,India,Professional Services,2413938.55,241393.86,269896.66,28502.79999999999,0.11807591129285554
2025-11-01,India,Facilities,2413938.55,168975.7,173955.16,4979.459999999992,0.029468497541362406
2025-11-01,India,Marketing,2413938.55,168975.7,180419.87,11444.169999999984,0.06772672046927447
2025-12-01,North America,Payroll,5776925.64,2426308.77,2584264.13,157955.35999999987,0.06510109593347424
2025-12-01,North America,Cloud,5776925.64,924308.1,1003315.86,79007.76000000001,0.08547773193808429
2025-12-01,North America,Travel,5776925.64,346615.54,353073.07,6457.530000000028,0.01863023798644466
2025-12-01,North America,Software,5776925.64,693231.08,706230.6,12999.520000000019,0.018752073262497147
2025-12-01,North America,Professional Services,5776925.64,577692.56,590186.59,12494.029999999912,0.02162747257814764
2025-12-01,North America,Facilities,5776925.64,404384.8,376454.9,-27929.899999999965,-0.06906763063300096
2025-12-01,North America,Marketing,5776925.64,404384.8,399612.13,-4772.669999999984,-0.01180229820705423
2025-12-01,EMEA,Payroll,4059174.66,1704853.36,1757143.78,52290.419999999925,0.030671505964595055
2025-12-01,EMEA,Cloud,4059174.66,649467.95,701416.25,51948.30000000005,0.0799859331010869
2025-12-01,EMEA,Travel,4059174.66,243550.48,222925.92,-20624.559999999998,-0.08468289612896676
2025-12-01,EMEA,Software,4059174.66,487100.96,482229.6,-4871.360000000044,-0.010000719358056786
2025-12-01,EMEA,Professional Services,4059174.66,405917.47,454025.36,48107.890000000014,0.1185164314312464
2025-12-01,EMEA,Facilities,4059174.66,284142.23,267239.44,-16902.78999999998,-0.059487074483789266
2025-12-01,EMEA,Marketing,4059174.66,284142.23,265451.35,-18690.880000000005,-0.06578001446669862
2025-12-01,APAC,Payroll,3196554.76,1342553.0,1433243.55,90690.55000000005,0.06755081549853156
2025-12-01,APAC,Cloud,3196554.76,511448.76,511916.27,467.5100000000093,0.0009140896147641638
2025-12-01,APAC,Travel,3196554.76,191793.29,212184.14,20390.850000000006,0.1063168059737648
2025-12-01,APAC,Software,3196554.76,383586.57,409878.94,26292.369999999995,0.0685435102694028
2025-12-01,APAC,Professional Services,3196554.76,319655.48,341182.87,21527.390000000014,0.06734559970628383
2025-12-01,APAC,Facilities,3196554.76,223758.83,233677.91,9919.080000000016,0.0443293343998984
2025-12-01,APAC,Marketing,3196554.76,223758.83,265425.47,41666.639999999985,0.1862122714889061
2025-12-01,India,Payroll,2363466.01,992655.72,833551.09,-159104.63,-0.16028178430281953
2025-12-01,India,Cloud,2363466.01,378154.56,426687.05,48532.48999999999,0.128340353743189
2025-12-01,India,Travel,2363466.01,141807.96,136615.53,-5192.429999999993,-0.036615927624937226
2025-12-01,India,Software,2363466.01,283615.92,286063.65,2447.7300000000396,0.00863043936320655
2025-12-01,India,Professional Services,2363466.01,236346.6,261107.23,24760.630000000005,0.10476406260974351
2025-12-01,India,Facilities,2363466.01,165442.62,144236.06,-21206.559999999998,-0.12818075535796036
2025-12-01,India,Marketing,2363466.01,165442.62,148876.56,-16566.059999999998,-0.10013175565038802
2026-01-01,North America,Payroll,5793974.81,2433469.42,2278868.91,-154600.50999999978,-0.06353090313335426
2026-01-01,North America,Cloud,5793974.81,927035.97,959640.68,32604.71000000008,0.035170922224301696
2026-01-01,North America,Travel,5793974.81,347638.49,362216.72,14578.229999999981,0.041935028540711884
2026-01-01,North America,Software,5793974.81,695276.98,710643.94,15366.959999999963,0.0221019254801158
2026-01-01,North America,Professional Services,5793974.81,579397.48,513913.24,-65484.23999999999,-0.11302127168381884
2026-01-01,North America,Facilities,5793974.81,405578.24,330624.02,-74954.21999999997,-0.18480828754520945
2026-01-01,North America,Marketing,5793974.81,405578.24,407341.81,1763.570000000007,0.004348285549047225
2026-01-01,EMEA,Payroll,4179201.75,1755264.74,1819772.23,64507.48999999999,0.03675086072770994
2026-01-01,EMEA,Cloud,4179201.75,668672.28,706222.43,37550.15000000002,0.056156283314152074
2026-01-01,EMEA,Travel,4179201.75,250752.11,253525.25,2773.140000000014,0.011059288793222972
2026-01-01,EMEA,Software,4179201.75,501504.21,532001.01,30496.79999999999,0.06081065600625763
2026-01-01,EMEA,Professional Services,4179201.75,417920.18,425583.54,7663.359999999986,0.01833689868720861
2026-01-01,EMEA,Facilities,4179201.75,292544.12,304949.51,12405.390000000014,0.042405193445692956
2026-01-01,EMEA,Marketing,4179201.75,292544.12,276052.28,-16491.839999999967,-0.05637385567688036
2026-01-01,APAC,Payroll,3284287.05,1379400.56,1401115.2,21714.639999999898,0.01574208437322941
2026-01-01,APAC,Cloud,3284287.05,525485.93,559980.02,34494.08999999997,0.06564227133540942
2026-01-01,APAC,Travel,3284287.05,197057.22,190850.06,-6207.1600000000035,-0.03149927721501401
2026-01-01,APAC,Software,3284287.05,394114.45,410546.41,16431.959999999963,0.0416933710499576
2026-01-01,APAC,Professional Services,3284287.05,328428.7,321443.98,-6984.72000000003,-0.021267081713626214
2026-01-01,APAC,Facilities,3284287.05,229900.09,227738.26,-2161.829999999987,-0.009403345601126068
2026-01-01,APAC,Marketing,3284287.05,229900.09,245156.61,15256.51999999999,0.06636152252050005
2026-01-01,India,Payroll,2305884.21,968471.37,868023.66,-100447.70999999996,-0.10371778981964119
2026-01-01,India,Cloud,2305884.21,368941.47,325194.3,-43747.169999999984,-0.1185748243481547
2026-01-01,India,Travel,2305884.21,138353.05,112524.02,-25829.029999999984,-0.18668927067383037
2026-01-01,India,Software,2305884.21,276706.1,261691.71,-15014.389999999985,-0.054261145670442344
2026-01-01,India,Professional Services,2305884.21,230588.42,244413.28,13824.859999999986,0.05995470197506009
2026-01-01,India,Facilities,2305884.21,161411.89,157733.2,-3678.6900000000023,-0.022790700238997277
2026-01-01,India,Marketing,2305884.21,161411.89,163965.95,2554.0599999999977,0.015823245734871188
2026-02-01,North America,Payroll,6578250.37,2762865.16,3056322.58,293457.4199999999,0.10621489034231403
2026-02-01,North America,Cloud,6578250.37,1052520.06,1046698.53,-5821.530000000028,-0.005531039474915117
2026-02-01,North America,Travel,6578250.37,394695.02,437435.31,42740.28999999998,0.10828687425546939
2026-02-01,North America,Software,6578250.37,789390.04,795207.95,5817.909999999916,0.007370133527400366
2026-02-01,North America,Professional Services,6578250.37,657825.04,613756.12,-44068.92000000004,-0.06699185546357439
2026-02-01,North America,Facilities,6578250.37,460477.53,438580.89,-21896.640000000014,-0.04755202713148677
2026-02-01,North America,Marketing,6578250.37,460477.53,405937.22,-54540.310000000056,-0.11844293466393475
2026-02-01,EMEA,Payroll,4250565.63,1785237.56,1734105.98,-51131.580000000075,-0.02864133107304782
2026-02-01,EMEA,Cloud,4250565.63,680090.5,723811.34,43720.83999999997,0.06428679712479438
2026-02-01,EMEA,Travel,4250565.63,255033.94,290142.31,35108.369999999995,0.1376615598692472
2026-02-01,EMEA,Software,4250565.63,510067.88,453667.36,-56400.52000000002,-0.11057453764781272
2026-02-01,EMEA,Professional Services,4250565.63,425056.56,438414.47,13357.909999999974,0.031426194198720225
2026-02-01,EMEA,Facilities,4250565.63,297539.59,272771.35,-24768.24000000005,-0.08324351055266309
2026-02-01,EMEA,Marketing,4250565.63,297539.59,308838.89,11299.299999999988,0.037975786684387065
2026-02-01,APAC,Payroll,3396403.61,1426489.52,1217548.08,-208941.43999999994,-0.14647246760004234
2026-02-01,APAC,Cloud,3396403.61,543424.58,583781.33,40356.75,0.07426375523904348
2026-02-01,APAC,Travel,3396403.61,203784.22,193921.05,-9863.170000000013,-0.04840006748314473
2026-02-01,APAC,Software,3396403.61,407568.43,390160.36,-17408.070000000007,-0.04271201770951692
2026-02-01,APAC,Professional Services,3396403.61,339640.36,310573.87,-29066.48999999999,-0.08558020018586716
2026-02-01,APAC,Facilities,3396403.61,237748.25,225303.88,-12444.369999999995,-0.05234263553990406
2026-02-01,APAC,Marketing,3396403.61,237748.25,245886.67,8138.420000000013,0.03423125091351887
2026-02-01,India,Payroll,2542093.72,1067679.36,1095751.81,28072.449999999953,0.026292959339403125
2026-02-01,India,Cloud,2542093.72,406735.0,418511.5,11776.5,0.028953741379522294
2026-02-01,India,Travel,2542093.72,152525.62,168640.4,16114.779999999999,0.10565293883086657
2026-02-01,India,Software,2542093.72,305051.25,296685.86,-8365.390000000014,-0.027422900250367813
2026-02-01,India,Professional Services,2542093.72,254209.37,224174.88,-30034.48999999999,-0.11814863472577739
2026-02-01,India,Facilities,2542093.72,177946.56,193139.25,15192.690000000002,0.08537782354432703
2026-02-01,India,Marketing,2542093.72,177946.56,173227.59,-4718.970000000001,-0.026519029083787858
2026-03-01,North America,Payroll,6698330.98,2813299.01,2899583.37,86284.36000000034,0.03067017039187752
2026-03-01,North America,Cloud,6698330.98,1071732.96,1060489.4,-11243.560000000056,-0.010491008879674706
2026-03-01,North America,Travel,6698330.98,401899.86,413113.7,11213.840000000026,0.027902074909904238
2026-03-01,North America,Software,6698330.98,803799.72,929257.59,125457.87,0.15608100734347108
2026-03-01,North America,Professional Services,6698330.98,669833.1,781131.52,111298.42000000004,0.16615843558641705
2026-03-01,North America,Facilities,6698330.98,468883.17,471485.7,2602.530000000028,0.0055504871288087135
2026-03-01,North America,Marketing,6698330.98,468883.17,474892.02,6008.850000000035,0.01281523924179244
2026-03-01,EMEA,Payroll,4631314.99,1945152.29,1813557.13,-131595.16000000015,-0.06765288284959947
2026-03-01,EMEA,Cloud,4631314.99,741010.4,760755.09,19744.689999999944,0.026645631424336208
2026-03-01,EMEA,Travel,4631314.99,277878.9,277303.96,-574.9400000000023,-0.0020690307900312053
2026-03-01,EMEA,Software,4631314.99,555757.8,569714.35,13956.54999999993,0.025112647991625003
2026-03-01,EMEA,Professional Services,4631314.99,463131.5,432254.75,-30876.75,-0.06666950963171367
2026-03-01,EMEA,Facilities,4631314.99,324192.05,282966.04,-41226.01000000001,-0.12716539470970992
2026-03-01,EMEA,Marketing,4631314.99,324192.05,270428.47,-53763.580000000016,-0.16583867494591562
2026-03-01,APAC,Payroll,3335612.81,1400957.38,1349550.62,-51406.75999999978,-0.03669402134132002
2026-03-01,APAC,Cloud,3335612.81,533698.05,521179.99,-12518.060000000056,-0.02345532272415096
2026-03-01,APAC,Travel,3335612.81,200136.77,231153.66,31016.890000000014,0.1549784679746756
2026-03-01,APAC,Software,3335612.81,400273.54,435689.53,35415.99000000005,0.0884794683155925
2026-03-01,APAC,Professional Services,3335612.81,333561.28,307887.97,-25673.310000000056,-0.07696729668383588
2026-03-01,APAC,Facilities,3335612.81,233492.9,239987.89,6494.99000000002,0.02781664881458931
2026-03-01,APAC,Marketing,3335612.81,233492.9,225888.91,-7603.989999999991,-0.0325662579033452
2026-03-01,India,Payroll,2577617.36,1082599.29,1098649.97,16050.679999999935,0.0148260581253475
2026-03-01,India,Cloud,2577617.36,412418.78,432847.4,20428.619999999995,0.04953368030427711
2026-03-01,India,Travel,2577617.36,154657.04,150459.54,-4197.5,-0.027140697895162096
2026-03-01,India,Software,2577617.36,309314.08,335639.22,26325.139999999956,0.08510812052267376
2026-03-01,India,Professional Services,2577617.36,257761.74,234213.9,-23547.839999999997,-0.09135506301284278
2026-03-01,India,Facilities,2577617.36,180433.22,180524.72,91.5,0.000507112825454204
2026-03-01,India,Marketing,2577617.36,180433.22,217929.75,37496.53,0.20781389369429865
2026-04-01,North America,Payroll,6516259.74,2736829.09,3050626.14,313797.0500000003,0.1146571596840197
2026-04-01,North America,Cloud,6516259.74,1042601.56,1050235.09,7633.530000000028,0.007321617665716928
2026-04-01,North America,Travel,6516259.74,390975.58,409141.16,18165.579999999958,0.04646218569456424
2026-04-01,North America,Software,6516259.74,781951.17,778399.03,-3552.140000000014,-0.004542662171603393
2026-04-01,North America,Professional Services,6516259.74,651625.97,642742.61,-8883.359999999986,-0.013632605833680917
2026-04-01,North America,Facilities,6516259.74,456138.18,427694.05,-28444.130000000005,-0.062358581778881136
2026-04-01,North America,Marketing,6516259.74,456138.18,471840.33,15702.150000000023,0.03442410806304358
2026-04-01,EMEA,Payroll,4342895.72,1824016.2,1921139.26,97123.06000000006,0.053246818750842265
2026-04-01,EMEA,Cloud,4342895.72,694863.32,755193.41,60330.090000000084,0.08682295965773541
2026-04-01,EMEA,Travel,4342895.72,260573.74,268214.42,7640.679999999993,0.02932252497891765
2026-04-01,EMEA,Software,4342895.72,521147.49,509213.26,-11934.229999999981,-0.022899908814681198
2026-04-01,EMEA,Professional Services,4342895.72,434289.57,450061.77,15772.200000000012,0.036317243354474324
2026-04-01,EMEA,Facilities,4342895.72,304002.7,296495.71,-7506.989999999991,-0.02469382673245991
2026-04-01,EMEA,Marketing,4342895.72,304002.7,326755.41,22752.709999999963,0.07484377605856778
2026-04-01,APAC,Payroll,3258405.84,1368530.45,1331787.34,-36743.10999999987,-0.026848587841066942
2026-04-01,APAC,Cloud,3258405.84,521344.94,438312.96,-83031.97999999998,-0.15926495805253232
2026-04-01,APAC,Travel,3258405.84,195504.35,172121.08,-23383.27000000002,-0.11960485789702387
2026-04-01,APAC,Software,3258405.84,391008.7,433671.26,42662.56,0.10910897890507294
2026-04-01,APAC,Professional Services,3258405.84,325840.58,349175.59,23335.01000000001,0.07161480623438618
2026-04-01,APAC,Facilities,3258405.84,228088.41,214960.0,-13128.410000000003,-0.057558426576782236
2026-04-01,APAC,Marketing,3258405.84,228088.41,200672.12,-27416.290000000008,-0.1202002767260292
2026-04-01,India,Payroll,2340246.87,982903.68,940167.38,-42736.30000000005,-0.04347964187091053
2026-04-01,India,Cloud,2340246.87,374439.5,446943.42,72503.91999999998,0.1936332037618894
2026-04-01,India,Travel,2340246.87,140414.81,145299.95,4885.140000000014,0.03479077456288275
2026-04-01,India,Software,2340246.87,280829.62,268258.07,-12571.549999999988,-0.04476575512226947
2026-04-01,India,Professional Services,2340246.87,234024.69,242731.91,8707.220000000001,0.03720641612643521
2026-04-01,India,Facilities,2340246.87,163817.28,143360.32,-20456.959999999992,-0.12487669188500744
2026-04-01,India,Marketing,2340246.87,163817.28,159920.74,-3896.540000000008,-0.02378589120756985
2026-05-01,North America,Payroll,6417329.77,2695278.5,2676713.28,-18565.220000000205,-0.006888052570448733
2026-05-01,North America,Cloud,6417329.77,1026772.76,1091731.02,64958.26000000001,0.0632644948625244
2026-05-01,North America,Travel,6417329.77,385039.79,395655.96,10616.170000000042,0.02757161798784495
2026-05-01,North America,Software,6417329.77,770079.57,811252.71,41173.140000000014,0.05346608532933813
2026-05-01,North America,Professional Services,6417329.77,641732.98,606392.88,-35340.09999999998,-0.05506978930707282
2026-05-01,North America,Facilities,6417329.77,449213.08,481477.92,32264.839999999967,0.07182524605027077
2026-05-01,North America,Marketing,6417329.77,449213.08,507752.27,58539.19,0.1303149721285943
2026-05-01,EMEA,Payroll,4277020.23,1796348.5,1668779.64,-127568.8600000001,-0.07101565202965911
2026-05-01,EMEA,Cloud,4277020.23,684323.24,757451.9,73128.66000000003,0.10686274515534505
2026-05-01,EMEA,Travel,4277020.23,256621.21,252692.98,-3928.2299999999814,-0.015307503226253127
2026-05-01,EMEA,Software,4277020.23,513242.43,570882.48,57640.04999999999,0.11230569927743501
2026-05-01,EMEA,Professional Services,4277020.23,427702.02,412560.15,-15141.869999999995,-0.035402848927391074
2026-05-01,EMEA,Facilities,4277020.23,299391.42,334241.67,34850.25,0.1164036364168352
2026-05-01,EMEA,Marketing,4277020.23,299391.42,302540.67,3149.25,0.01051883851581318
2026-05-01,APAC,Payroll,3474618.35,1459339.71,1642016.12,182676.41000000015,0.12517744069336684
2026-05-01,APAC,Cloud,3474618.35,555938.94,539849.15,-16089.78999999992,-0.02894164959914469
2026-05-01,APAC,Travel,3474618.35,208477.1,192780.91,-15696.190000000002,-0.07528975604514837
2026-05-01,APAC,Software,3474618.35,416954.2,401991.74,-14962.460000000021,-0.035885140382325015
2026-05-01,APAC,Professional Services,3474618.35,347461.83,360035.34,12573.51000000001,0.0361867374036452
2026-05-01,APAC,Facilities,3474618.35,243223.28,212756.96,-30466.320000000007,-0.12526070695206482
2026-05-01,APAC,Marketing,3474618.35,243223.28,255627.11,12403.829999999987,0.050997708771956314
2026-05-01,India,Payroll,2533921.51,1064247.03,1161971.53,97724.5,0.0918250154759652
2026-05-01,India,Cloud,2533921.51,405427.44,327771.53,-77655.90999999997,-0.1915408340392549
2026-05-01,India,Travel,2533921.51,152035.29,142468.43,-9566.860000000015,-0.06292525899743417
2026-05-01,India,Software,2533921.51,304070.58,263046.15,-41024.42999999999,-0.13491745896627025
2026-05-01,India,Professional Services,2533921.51,253392.15,236643.35,-16748.79999999999,-0.06609833808979476
2026-05-01,India,Facilities,2533921.51,177374.51,180888.87,3514.359999999986,0.019813218934332705
2026-05-01,India,Marketing,2533921.51,177374.51,174831.29,-2543.220000000001,-0.014338136860815013
2026-06-01,North America,Payroll,6217647.2,2611411.83,2578156.05,-33255.78000000026,-0.01273478951805172
2026-06-01,North America,Cloud,6217647.2,994823.55,1011010.39,16186.839999999967,0.01627106636146678
2026-06-01,North America,Travel,6217647.2,373058.83,342959.37,-30099.46000000002,-0.08068287781849319
2026-06-01,North America,Software,6217647.2,746117.66,788309.1,42191.439999999944,0.05654797126769515
2026-06-01,North America,Professional Services,6217647.2,621764.72,654726.51,32961.79000000004,0.053013284510578275
2026-06-01,North America,Facilities,6217647.2,435235.3,448641.87,13406.570000000007,0.030803039183632412
2026-06-01,North America,Marketing,6217647.2,435235.3,454613.14,19377.840000000026,0.044522675435563305
2026-06-01,EMEA,Payroll,4388097.43,1843000.92,2143052.28,300051.35999999987,0.16280586555540075
2026-06-01,EMEA,Cloud,4388097.43,702095.59,906364.83,204269.24,0.29094220631694895
2026-06-01,EMEA,Travel,4388097.43,263285.85,256817.79,-6468.059999999969,-0.024566682941753112
2026-06-01,EMEA,Software,4388097.43,526571.69,494828.79,-31742.899999999965,-0.060282200131191954
2026-06-01,EMEA,Professional Services,4388097.43,438809.74,402572.39,-36237.34999999998,-0.08258100652004666
2026-06-01,EMEA,Facilities,4388097.43,307166.82,276585.98,-30580.840000000026,-0.0995577582240166
2026-06-01,EMEA,Marketing,4388097.43,307166.82,285326.1,-21840.72000000003,-0.07110377351303773
2026-06-01,APAC,Payroll,3369563.66,1415216.74,1453064.74,37848.0,0.026743606777856515
2026-06-01,APAC,Cloud,3369563.66,539130.19,541335.96,2205.7700000000186,0.00409134943824982
2026-06-01,APAC,Travel,3369563.66,202173.82,189792.12,-12381.700000000012,-0.06124284538918051
2026-06-01,APAC,Software,3369563.66,404347.64,433466.64,29119.0,0.07201476432507434
2026-06-01,APAC,Professional Services,3369563.66,336956.37,356888.35,19931.97999999998,0.05915299954115716
2026-06-01,APAC,Facilities,3369563.66,235869.46,232856.96,-3012.5,-0.012771895098246293
2026-06-01,APAC,Marketing,3369563.66,235869.46,223549.22,-12320.23999999999,-0.05223329887642084
2026-06-01,India,Payroll,2582069.32,1084469.12,1100777.24,16308.119999999879,0.015037883236361656
2026-06-01,India,Cloud,2582069.32,413131.09,365269.78,-47861.31,-0.11585017724035244
2026-06-01,India,Travel,2582069.32,154924.16,154081.62,-842.5400000000081,-0.005438402893389953
2026-06-01,India,Software,2582069.32,309848.32,316343.63,6495.309999999998,0.02096286983256839
2026-06-01,India,Professional Services,2582069.32,258206.93,239622.34,-18584.589999999997,-0.0719755662638489
2026-06-01,India,Facilities,2582069.32,180744.85,183489.91,2745.0599999999977,0.015187486669744657
2026-06-01,India,Marketing,2582069.32,180744.85,159708.72,-21036.130000000005,-0.11638577807334485
2026-07-01,North America,Payroll,6433018.33,2701867.7,2971611.36,269743.6599999997,0.09983599863161312
2026-07-01,North America,Cloud,6433018.33,1029282.93,1008489.99,-20792.94000000006,-0.020201384278276197
2026-07-01,North America,Travel,6433018.33,385981.1,397204.02,11222.920000000042,0.029076345966162702
2026-07-01,North America,Software,6433018.33,771962.2,623132.71,-148829.49,-0.1927937533728983
2026-07-01,North America,Professional Services,6433018.33,643301.83,583791.39,-59510.439999999944,-0.09250780461793487
2026-07-01,North America,Facilities,6433018.33,450311.28,439727.93,-10583.350000000035,-0.0235022982324583
2026-07-01,North America,Marketing,6433018.33,450311.28,411687.8,-38623.48000000004,-0.08577062515511501
2026-07-01,EMEA,Payroll,4361035.61,1831634.96,2124300.41,292665.4500000002,0.15978372131529975
2026-07-01,EMEA,Cloud,4361035.61,697765.7,632085.59,-65680.10999999999,-0.0941291754524477
2026-07-01,EMEA,Travel,4361035.61,261662.14,244131.54,-17530.600000000006,-0.06699708257373423
2026-07-01,EMEA,Software,4361035.61,523324.27,533181.54,9857.270000000019,0.0188358739792443
2026-07-01,EMEA,Professional Services,4361035.61,436103.56,492312.64,56209.080000000016,0.12888929409335714
2026-07-01,EMEA,Facilities,4361035.61,305272.49,275419.91,-29852.580000000016,-0.09778994497669939
2026-07-01,EMEA,Marketing,4361035.61,305272.49,311354.4,6081.910000000033,0.019922889219398814
2026-07-01,APAC,Payroll,3520119.24,1478450.08,1283086.61,-195363.46999999997,-0.1321407280792328
2026-07-01,APAC,Cloud,3520119.24,563219.08,505497.27,-57721.80999999994,-0.10248553724422821
2026-07-01,APAC,Travel,3520119.24,211207.15,295872.0,84664.85,0.40086166590477645
2026-07-01,APAC,Software,3520119.24,422414.31,404821.99,-17592.320000000007,-0.04164707393553975
2026-07-01,APAC,Professional Services,3520119.24,352011.92,374895.55,22883.630000000005,0.06500811108896541
2026-07-01,APAC,Facilities,3520119.24,246408.35,251172.1,4763.75,0.01933274582618649
2026-07-01,APAC,Marketing,3520119.24,246408.35,211419.11,-34989.24000000002,-0.14199697372268438
2026-07-01,India,Payroll,2526652.35,1061193.99,1012163.52,-49030.46999999997,-0.04620311692492715
2026-07-01,India,Cloud,2526652.35,404264.38,445481.46,41217.080000000016,0.1019557547959086
2026-07-01,India,Travel,2526652.35,151599.14,143987.8,-7611.340000000026,-0.05020701304769951
2026-07-01,India,Software,2526652.35,303198.28,287756.63,-15441.650000000023,-0.05092921371453697
2026-07-01,India,Professional Services,2526652.35,252665.24,263603.25,10938.01000000001,0.043290521482100226
2026-07-01,India,Facilities,2526652.35,176865.66,187660.5,10794.839999999997,0.06103412047313196
2026-07-01,India,Marketing,2526652.35,176865.66,183205.94,6340.279999999999,0.03584799898408769
2026-08-01,North America,Payroll,5709634.49,2398046.49,2501265.02,103218.5299999998,0.043042756022632314
2026-08-01,North America,Cloud,5709634.49,913541.52,837950.85,-75590.67000000004,-0.0827446463517061
2026-08-01,North America,Travel,5709634.49,342578.07,349026.1,6448.02999999997,0.018822074629587262
2026-08-01,North America,Software,5709634.49,685156.14,607117.71,-78038.43000000005,-0.11389875306379076
2026-08-01,North America,Professional Services,5709634.49,570963.45,591350.14,20386.69000000006,0.03570577065834961
2026-08-01,North America,Facilities,5709634.49,399674.41,373884.26,-25790.149999999965,-0.06452789909666713
2026-08-01,North America,Marketing,5709634.49,399674.41,358663.51,-41010.899999999965,-0.10261077260362995
2026-08-01,EMEA,Payroll,4305592.39,1808348.8,1843307.01,34958.20999999996,0.019331563689482894
2026-08-01,EMEA,Cloud,4305592.39,688894.78,655057.55,-33837.22999999998,-0.04911813963810262
2026-08-01,EMEA,Travel,4305592.39,258335.54,288326.83,29991.290000000008,0.11609432445880272
2026-08-01,EMEA,Software,4305592.39,516671.09,498457.3,-18213.790000000037,-0.03525219496991797
2026-08-01,EMEA,Professional Services,4305592.39,430559.24,431665.18,1105.9400000000023,0.0025686128580122967
2026-08-01,EMEA,Facilities,4305592.39,301391.47,307875.32,6483.850000000035,0.021513050784085015
2026-08-01,EMEA,Marketing,4305592.39,301391.47,286450.51,-14940.959999999963,-0.04957326761769324
2026-08-01,APAC,Payroll,3321042.97,1394838.05,1335311.68,-59526.37000000011,-0.04267618738964005
2026-08-01,APAC,Cloud,3321042.97,531366.87,513868.4,-17498.469999999972,-0.03293105194909869
2026-08-01,APAC,Travel,3321042.97,199262.58,220984.47,21721.890000000014,0.10901138588088148
2026-08-01,APAC,Software,3321042.97,398525.16,365349.18,-33175.97999999998,-0.0832468896066687
2026-08-01,APAC,Professional Services,3321042.97,332104.3,268000.72,-64103.580000000016,-0.1930224330127614
2026-08-01,APAC,Facilities,3321042.97,232473.01,262432.96,29959.95000000001,0.1288749605814456
2026-08-01,APAC,Marketing,3321042.97,232473.01,279885.0,47411.98999999999,0.20394621293886972
2026-08-01,India,Payroll,2415618.91,1014559.94,857356.88,-157203.05999999994,-0.154947040388762
2026-08-01,India,Cloud,2415618.91,386499.03,376898.89,-9600.140000000014,-0.024838716930285734
2026-08-01,India,Travel,2415618.91,144937.13,141618.39,-3318.7399999999907,-0.02289779023497975
2026-08-01,India,Software,2415618.91,289874.27,285469.95,-4404.320000000007,-0.015193897685365474
2026-08-01,India,Professional Services,2415618.91,241561.89,297061.72,55499.82999999996,0.2297540808278986
2026-08-01,India,Facilities,2415618.91,169093.32,176933.32,7840.0,0.04636493032368162
2026-08-01,India,Marketing,2415618.91,169093.32,176188.58,7095.25999999998,0.04196061677658219
