Transaction ID,Date,Fiscal Year,Fiscal Period,Region,Country,Legal Entity,Department,Cost Center,Profit Center,GL Account,Cost Category,Currency,FX Rate to USD,Revenue Local,Budget Local,Actual Local,Revenue USD,Budget USD,Actual USD,Variance USD,Variance %,Profit USD,Margin %,Payment Status,Payment Due Date,Anomaly Flag,Anomaly,Business Unit,Account / Cost Category,Revenue,Budget,Actual,Variance,Profit
TXN-00314,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,Marketing,CC-MKT,PC-GROWTH,540100,Travel,USD,1.0,12342189.269406922,531057.9054815918,567024.5416460459,12342189.269406922,531057.9054815918,567024.5416460459,35966.636164454045,6.772639253310346,11775164.727760876,0.9540580257465705,On Time,2025-05-21,0,,North America,Travel,12342189.269406922,531057.9054815918,567024.5416460459,35966.636164454045,11775164.727760876
TXN-00315,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,IT,CC-IT,PC-TECH,520100,Cloud Infrastructure,USD,1.0,12078090.042921135,1478414.1096975987,1598425.3299299101,12078090.042921135,1478414.1096975987,1598425.3299299101,120011.2202323114,8.117564587966427,10479664.712991225,0.8676590980651999,15 Days Late,2025-05-18,0,,North America,Cloud Infrastructure,12078090.042921135,1478414.1096975987,1598425.3299299101,120011.2202323114,10479664.712991225
TXN-00316,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,Finance,CC-FIN,PC-CORP,530100,Professional Services,USD,1.0,11960386.819875794,1017133.904122279,1037100.7002767432,11960386.819875794,1017133.904122279,1037100.7002767432,19966.79615446413,1.963044990786556,10923286.11959905,0.9132886991118642,On Time,2025-05-16,0,,North America,Professional Services,11960386.819875794,1017133.904122279,1037100.7002767432,19966.79615446413,10923286.11959905
TXN-00317,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,Operations,CC-OPS,PC-OPS,540100,Travel,USD,1.0,11045642.136043703,436638.65013217693,427601.6399603967,11045642.136043703,436638.65013217693,427601.6399603967,-9037.010171780246,-2.0696771046366624,10618040.496083306,0.9612877517944326,On Time,2025-05-12,0,,North America,Travel,11045642.136043703,436638.65013217693,427601.6399603967,-9037.010171780246,10618040.496083306
TXN-00318,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,Procurement,CC-PROC,PC-OPS,540100,Travel,USD,1.0,9964457.123843657,668826.0890608908,716701.7715673724,9964457.123843657,668826.0890608908,716701.7715673724,47875.682506481535,7.158166119641733,9247755.352276284,0.9280741777841165,On Time,2025-05-22,0,,North America,Travel,9964457.123843657,668826.0890608908,716701.7715673724,47875.682506481535,9247755.352276284
TXN-00319,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,Finance,CC-FIN,PC-CORP,520200,Software Licenses,USD,1.0,9319076.921825256,844776.440213741,886184.8603429325,9319076.921825256,844776.440213741,886184.8603429325,41408.42012919148,4.901701581392887,8432892.061482323,0.9049063691847536,On Time,2025-05-11,0,,North America,Software Licenses,9319076.921825256,844776.440213741,886184.8603429325,41408.42012919148,8432892.061482323
TXN-00320,2025-05-01,2025,FY25,North America,United States,FinSight US Inc,Marketing,CC-MKT,PC-GROWTH,550100,Marketing,USD,1.0,10004086.391834503,776516.0240855942,775923.2516493418,10004086.391834503,776516.0240855942,775923.2516493418,-592.7724362524459,-0.07633743771746113,9228163.14018516,0.922439369147925,On Time,2025-05-16,0,,North America,Marketing,10004086.391834503,776516.0240855942,775923.2516493418,-592.7724362524459,9228163.14018516
TXN-00321,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Procurement,CC-PROC,PC-OPS,530100,Professional Services,INR,0.0118,399253696.1838505,54194456.6672482,51864478.86710272,4711193.614969436,639494.5886735287,612000.8506318121,-27493.738041716628,-4.29929174205297,4099192.764337624,0.8700964340146775,On Time,2025-06-18,0,,India,Professional Services,4711193.614969436,639494.5886735287,612000.8506318121,-27493.738041716628,4099192.764337624
TXN-00322,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Procurement,CC-PROC,PC-OPS,540100,Travel,INR,0.0118,446809484.05818826,17575933.50236453,17479072.180355724,5272351.911886621,207396.01532790146,206253.05172819752,-1142.963599703944,-0.5511020054540935,5066098.860158424,0.9608802570133462,On Time,2025-06-17,0,,India,Travel,5272351.911886621,207396.01532790146,206253.05172819752,-1142.963599703944,5066098.860158424
TXN-00323,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Operations,CC-OPS,PC-OPS,530100,Professional Services,INR,0.0118,460222105.21055514,45595046.54577645,44960443.99754265,5430620.84148455,538021.5492401621,530533.2391710032,-7488.310069158906,-1.3918234464278443,4900087.602313547,0.9023070741528748,7 Days Late,2025-06-24,0,,India,Professional Services,5430620.84148455,538021.5492401621,530533.2391710032,-7488.310069158906,4900087.602313547
TXN-00324,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Engineering,CC-ENG,PC-TECH,520100,Cloud Infrastructure,INR,0.0118,397944463.09036463,44129261.57809456,41778834.42791627,4695744.664466303,520725.28662151576,492990.246249412,-27735.040372103744,-5.326232676743945,4202754.418216891,0.8950134043743958,On Time,2025-06-19,0,,India,Cloud Infrastructure,4695744.664466303,520725.28662151576,492990.246249412,-27735.040372103744,4202754.418216891
TXN-00325,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,HR,CC-HR,PC-CORP,530100,Professional Services,INR,0.0118,448681325.73860383,31965087.129396755,34522921.423896775,5294439.643715525,377188.0281268817,407370.4728019819,30182.44467510021,8.001962529136048,4887069.170913544,0.9230569238265794,On Time,2025-06-21,0,,India,Professional Services,5294439.643715525,377188.0281268817,407370.4728019819,30182.44467510021,4887069.170913544
TXN-00326,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Finance,CC-FIN,PC-CORP,530100,Professional Services,INR,0.0118,380083080.83761984,47555095.01211857,46908288.78067418,4484980.353883914,561150.1211429992,553517.8076119553,-7632.313531043823,-1.3601197332894923,3931462.5462719584,0.8765841176689617,On Time,2025-06-25,0,,India,Professional Services,4484980.353883914,561150.1211429992,553517.8076119553,-7632.313531043823,3931462.5462719584
TXN-00327,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Operations,CC-OPS,PC-OPS,540100,Travel,INR,0.0118,447544528.9240192,16844341.355951734,16290242.365285525,5281025.441303426,198763.22800023045,192224.85991036918,-6538.368089861266,-3.2895260132591955,5088800.5813930575,0.9636008456980799,On Time,2025-06-11,0,,India,Travel,5281025.441303426,198763.22800023045,192224.85991036918,-6538.368089861266,5088800.5813930575
TXN-00328,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Sales,CC-SALES,PC-GROWTH,550100,Marketing,INR,0.0118,424190712.2836031,29944625.61970293,29983862.009445556,5005450.404946516,353346.5823124946,353809.57171145757,462.9893989629927,0.13102982231579408,4651640.833235059,0.9293151378821347,7 Days Late,2025-06-17,0,,India,Marketing,5005450.404946516,353346.5823124946,353809.57171145757,462.9893989629927,4651640.833235059
TXN-00329,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Procurement,CC-PROC,PC-OPS,540100,Travel,INR,0.0118,378364437.9793578,20155559.083594847,21425671.764209744,4464700.368156422,237835.59718641918,252822.92681767498,14987.329631255794,6.301550234092375,4211877.441338747,0.9433729240553557,On Time,2025-06-12,0,,India,Travel,4464700.368156422,237835.59718641918,252822.92681767498,14987.329631255794,4211877.441338747
TXN-00330,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,IT,CC-IT,PC-TECH,530100,Professional Services,INR,0.0118,395444567.34636045,47696683.09935611,52096736.16865683,4666245.894687053,562820.860572402,614741.4867901506,51920.62621774862,9.22507139570913,4051504.4078969024,0.8682578028110156,On Time,2025-06-18,0,,India,Professional Services,4666245.894687053,562820.860572402,614741.4867901506,51920.62621774862,4051504.4078969024
TXN-00331,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Finance,CC-FIN,PC-CORP,510100,Payroll,INR,0.0118,409416090.4834356,101324442.81472154,107371610.17768201,4831109.86770454,1195628.4252137141,1266985.0000966478,71356.57488293364,5.96812298688691,3564124.8676078916,0.7377445276982192,On Time,2025-06-25,0,,India,Payroll,4831109.86770454,1195628.4252137141,1266985.0000966478,71356.57488293364,3564124.8676078916
TXN-00332,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,HR,CC-HR,PC-CORP,510100,Payroll,INR,0.0118,464024766.3878834,100256468.38536331,102008282.13769516,5475492.243377024,1183026.326947287,1203697.729224803,20671.40227751597,1.7473323971459718,4271794.514152221,0.7801662981660222,On Time,2025-06-23,0,,India,Payroll,5475492.243377024,1183026.326947287,1203697.729224803,20671.40227751597,4271794.514152221
TXN-00333,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Marketing,CC-MKT,PC-GROWTH,540100,Travel,INR,0.0118,378451010.82943493,17077662.075885423,18527363.666390497,4465721.927787332,201516.41249544796,218622.89126340786,17106.478767959896,8.488876194313113,4247099.036523924,0.951044222009647,On Time,2025-06-12,0,,India,Travel,4465721.927787332,201516.41249544796,218622.89126340786,17106.478767959896,4247099.036523924
TXN-00334,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Engineering,CC-ENG,PC-TECH,510100,Payroll,INR,0.0118,461870399.2344392,143504510.17789716,197392915.90529543,5450070.710966382,1693353.2200991863,2329236.407682486,635883.1875832996,37.5517157339479,3120834.3032838963,0.572622717904246,On Time,2025-06-23,1,High variance,India,Payroll,5450070.710966382,1693353.2200991863,2329236.407682486,635883.1875832996,3120834.3032838963
TXN-00335,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,Marketing,CC-MKT,PC-GROWTH,520200,Software Licenses,INR,0.0118,481850478.8302862,43845756.43006274,44149829.0509995,5685835.650197377,517379.92587474035,520967.9828017941,3588.0569270537235,0.6935052458765874,5164867.667395583,0.9083744211312704,On Time,2025-06-17,0,,India,Software Licenses,5685835.650197377,517379.92587474035,520967.9828017941,3588.0569270537235,5164867.667395583
TXN-00336,2025-06-01,2025,FY25,India,India,FinSight India Pvt Ltd,IT,CC-IT,PC-TECH,530100,Professional Services,INR,0.0118,437029765.15513635,43743486.107068926,41241102.996979706,5156951.228830609,516173.13606341335,486645.01536436053,-29528.120699052815,-5.720584555067817,4670306.213466248,0.9056331941547734,On Time,2025-06-11,0,,India,Professional Services,5156951.228830609,516173.13606341335,486645.01536436053,-29528.120699052815,4670306.213466248
TXN-00337,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Sales,CC-SALES,PC-GROWTH,540100,Travel,SGD,0.745,7759228.335797371,468560.95145102224,473974.33167564776,5780625.110169042,349077.90883101156,353110.8770983576,4032.968267346034,1.1553203927603428,5427514.233070685,0.9389147591534385,On Time,2025-06-16,0,,APAC,Travel,5780625.110169042,349077.90883101156,353110.8770983576,4032.968267346034,5427514.233070685
TXN-00338,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Sales,CC-SALES,PC-GROWTH,540100,Travel,SGD,0.745,8925785.732841616,577575.6022028272,570523.7593136977,6649710.370967004,430293.8236411063,425040.2006887048,-5253.622952401522,-1.2209384991738559,6224670.1702783,0.9360813964854089,7 Days Late,2025-06-13,0,,APAC,Travel,6649710.370967004,430293.8236411063,425040.2006887048,-5253.622952401522,6224670.1702783
TXN-00339,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Finance,CC-FIN,PC-CORP,510100,Payroll,SGD,0.745,9806840.12597438,1721900.2999511978,1875641.8666046332,7306095.893850913,1282815.7234636424,1397353.1906204517,114537.46715680929,8.928598633602226,5908742.703230461,0.8087414659043118,On Time,2025-06-13,0,,APAC,Payroll,7306095.893850913,1282815.7234636424,1397353.1906204517,114537.46715680929,5908742.703230461
TXN-00340,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Operations,CC-OPS,PC-OPS,560100,Office & Facilities,SGD,0.745,6874512.801967465,605624.1725809004,583153.6314883295,5121512.037465761,451190.0085727708,434449.4554588055,-16740.553113965318,-3.7103111318710185,4687062.5820069555,0.9151716422258414,On Time,2025-06-12,0,,APAC,Office & Facilities,5121512.037465761,451190.0085727708,434449.4554588055,-16740.553113965318,4687062.5820069555
TXN-00341,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Procurement,CC-PROC,PC-OPS,540100,Travel,SGD,0.745,8633186.551036699,356204.2272228405,382576.19861506094,6431723.980522341,265372.14928101614,285019.2679682204,19647.11868720426,7.4036098891443665,6146704.71255412,0.9556854011721639,On Time,2025-06-14,0,,APAC,Travel,6431723.980522341,265372.14928101614,285019.2679682204,19647.11868720426,6146704.71255412
TXN-00342,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Operations,CC-OPS,PC-OPS,540100,Travel,SGD,0.745,7734992.8495672885,525771.3747681645,552260.3177265425,5762569.67292763,391699.6742022825,411433.9367062741,19734.262503991602,5.038110522859507,5351135.736221356,0.9286023492888638,On Time,2025-06-24,0,,APAC,Travel,5762569.67292763,391699.6742022825,411433.9367062741,19734.262503991602,5351135.736221356
TXN-00343,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Procurement,CC-PROC,PC-OPS,560100,Office & Facilities,SGD,0.745,8304797.432116441,694071.1341049828,707603.9671084398,6187074.086926749,517082.9949082122,527164.9554957877,10081.96058757545,1.9497760875631012,5659909.131430961,0.9147957583682917,On Time,2025-06-21,0,,APAC,Office & Facilities,6187074.086926749,517082.9949082122,527164.9554957877,10081.96058757545,5659909.131430961
TXN-00344,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Finance,CC-FIN,PC-CORP,520200,Software Licenses,SGD,0.745,7436335.353357995,610042.0849164812,571014.1109741554,5540069.838251706,454481.3532627785,425405.5126757457,-29075.840587032784,-6.397587134938251,5114664.325575961,0.9232129693133991,On Time,2025-06-18,0,,APAC,Software Licenses,5540069.838251706,454481.3532627785,425405.5126757457,-29075.840587032784,5114664.325575961
TXN-00345,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Engineering,CC-ENG,PC-TECH,520100,Cloud Infrastructure,SGD,0.745,8738865.629618777,1066210.3190565421,1156829.9629090736,6510454.894065989,794326.6876971239,861838.3223672599,67511.63467013603,8.49922780082622,5648616.571698729,0.8676224109696559,On Time,2025-06-24,0,,APAC,Cloud Infrastructure,6510454.894065989,794326.6876971239,861838.3223672599,67511.63467013603,5648616.571698729
TXN-00346,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,IT,CC-IT,PC-TECH,530100,Professional Services,SGD,0.745,9716085.316016633,862719.2646039124,894177.5353591958,7238483.560432391,642725.8521299147,666162.2638426009,23436.411712686182,3.64640875032812,6572321.29658979,0.9079693614994122,On Time,2025-06-21,0,,APAC,Professional Services,7238483.560432391,642725.8521299147,666162.2638426009,23436.411712686182,6572321.29658979
TXN-00347,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Operations,CC-OPS,PC-OPS,540100,Travel,SGD,0.745,7449625.143737122,581462.9703179804,538589.3929023118,5549970.732084156,433189.9128868954,401249.09771222225,-31940.81517467316,-7.373397723370537,5148721.6343719335,0.9277024840162458,On Time,2025-06-17,0,,APAC,Travel,5549970.732084156,433189.9128868954,401249.09771222225,-31940.81517467316,5148721.6343719335
TXN-00348,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Sales,CC-SALES,PC-GROWTH,550100,Marketing,SGD,0.745,8599384.124950452,489597.47975155315,500239.0666284311,6406541.173088087,364750.1224149071,372678.10463818116,7927.98222327407,2.1735379198189566,6033863.068449905,0.941828500813561,On Time,2025-06-19,0,,APAC,Marketing,6406541.173088087,364750.1224149071,372678.10463818116,7927.98222327407,6033863.068449905
TXN-00349,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Operations,CC-OPS,PC-OPS,560100,Office & Facilities,SGD,0.745,8662476.22359532,658115.4666723269,647618.0266786463,6453544.786578513,490296.02267088357,482475.42987559154,-7820.592795292032,-1.5950757162355542,5971069.356702921,0.9252386950379581,On Time,2025-06-20,0,,APAC,Office & Facilities,6453544.786578513,490296.02267088357,482475.42987559154,-7820.592795292032,5971069.356702921
TXN-00350,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Finance,CC-FIN,PC-CORP,520200,Software Licenses,SGD,0.745,8620660.844062943,957741.4805845963,933982.1290910344,6422392.328826892,713517.4030355242,695816.6861728206,-17700.716862703557,-2.480768764349576,5726575.642654072,0.8916577109359002,On Time,2025-06-18,0,,APAC,Software Licenses,6422392.328826892,713517.4030355242,695816.6861728206,-17700.716862703557,5726575.642654072
TXN-00351,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Operations,CC-OPS,PC-OPS,530100,Professional Services,SGD,0.745,8182051.693175459,907277.5050657212,897821.9640719774,6095628.511415717,675921.7412739623,668877.3632336232,-7044.378040339099,-1.0421884088329532,5426751.148182094,0.8902693361347449,7 Days Late,2025-06-23,0,,APAC,Professional Services,6095628.511415717,675921.7412739623,668877.3632336232,-7044.378040339099,5426751.148182094
TXN-00352,2025-06-01,2025,FY25,APAC,Singapore,FinSight APAC Pte Ltd,Operations,CC-OPS,PC-OPS,540100,Travel,SGD,0.745,7421450.548380503,396626.9539227823,431789.9613522294,5528980.658543475,295487.08067247283,321683.5212074109,26196.44053493807,8.865511302666741,5207297.137336064,0.9418186568060534,On Time,2025-06-18,0,,APAC,Travel,5528980.658543475,295487.08067247283,321683.5212074109,26196.44053493807,5207297.137336064
TXN-00353,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Procurement,CC-PROC,PC-OPS,560100,Office & Facilities,EUR,1.085,8861271.0971605,413188.10467675043,445256.5867941743,9614479.140419142,448309.0935742742,483103.39667167905,34794.30309740483,7.761230721419715,9131375.743747463,0.9497525149708091,On Time,2025-06-18,0,,EMEA,Office & Facilities,9614479.140419142,448309.0935742742,483103.39667167905,34794.30309740483,9131375.743747463
TXN-00354,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,IT,CC-IT,PC-TECH,530100,Professional Services,EUR,1.085,7676546.40468017,634232.6679223463,625801.7676651295,8329052.849077985,688142.4446957457,678994.9179166654,-9147.526779080275,-1.3293071586544483,7650057.931161319,0.9184787357914496,On Time,2025-06-23,0,,EMEA,Professional Services,8329052.849077985,688142.4446957457,678994.9179166654,-9147.526779080275,7650057.931161319
TXN-00355,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Procurement,CC-PROC,PC-OPS,540100,Travel,EUR,1.085,8871927.280164577,453950.0759717884,452194.19215051946,9626041.098978566,492535.8324293904,490630.6984833136,-1905.1339460767922,-0.3868010854519729,9135410.400495252,0.9490308951064653,On Time,2025-06-24,0,,EMEA,Travel,9626041.098978566,492535.8324293904,490630.6984833136,-1905.1339460767922,9135410.400495252
TXN-00356,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Engineering,CC-ENG,PC-TECH,520200,Software Licenses,EUR,1.085,6677381.038580153,971089.003524444,924005.7514332946,7244958.426859466,1053631.5688240216,1002546.2403051247,-51085.328518896946,-4.848500180752391,6242412.186554342,0.8616215330389816,15 Days Late,2025-06-21,0,,EMEA,Software Licenses,7244958.426859466,1053631.5688240216,1002546.2403051247,-51085.328518896946,6242412.186554342
TXN-00357,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Procurement,CC-PROC,PC-OPS,530100,Professional Services,EUR,1.085,6866789.58730043,869554.8646501416,879544.7245539876,7450466.702220966,943467.0281454036,954306.0261410766,10838.99799567298,1.1488475667220153,6496160.67607989,0.8719132553325015,On Time,2025-06-18,0,,EMEA,Professional Services,7450466.702220966,943467.0281454036,954306.0261410766,10838.99799567298,6496160.67607989
TXN-00358,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Finance,CC-FIN,PC-CORP,530100,Professional Services,EUR,1.085,7140870.326277815,609451.9990748782,642516.6981255602,7747844.304011429,661255.4189962428,697130.6174662327,35875.19846998993,5.425316366321343,7050713.686545196,0.9100226346694532,On Time,2025-06-23,0,,EMEA,Professional Services,7747844.304011429,661255.4189962428,697130.6174662327,35875.19846998993,7050713.686545196
TXN-00359,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Marketing,CC-MKT,PC-GROWTH,520200,Software Licenses,EUR,1.085,9141138.764973454,835708.4436544555,784647.5750012426,9918135.559996197,906743.6613650841,851342.6188763481,-55401.042488735984,-6.109890242334956,9066792.94111985,0.9141630386349878,15 Days Late,2025-06-16,0,,EMEA,Software Licenses,9918135.559996197,906743.6613650841,851342.6188763481,-55401.042488735984,9066792.94111985
TXN-00360,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,IT,CC-IT,PC-TECH,520100,Cloud Infrastructure,EUR,1.085,6571845.593870694,1062216.335026048,1042752.1644291895,7130452.469349703,1152504.723503262,1131386.0984056706,-21118.62509759143,-1.8324111534569043,5999066.370944032,0.8413303919675588,15 Days Late,2025-06-20,0,,EMEA,Cloud Infrastructure,7130452.469349703,1152504.723503262,1131386.0984056706,-21118.62509759143,5999066.370944032
TXN-00361,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Operations,CC-OPS,PC-OPS,560100,Office & Facilities,EUR,1.085,7977465.141748447,446439.0448830186,489458.7885508037,8655549.678797064,484386.3636980752,531062.785577622,46676.42187954683,9.636196511229805,8124486.893219442,0.9386448226530856,On Time,2025-06-22,0,,EMEA,Office & Facilities,8655549.678797064,484386.3636980752,531062.785577622,46676.42187954683,8124486.893219442
TXN-00362,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,HR,CC-HR,PC-CORP,530100,Professional Services,EUR,1.085,7019978.367808361,803140.2059744047,824750.9203181647,7616676.529072071,871407.1234822291,894854.7485452087,23447.62506297964,2.6907772992812604,6721821.7805268625,0.8825137518798861,On Time,2025-06-14,0,,EMEA,Professional Services,7616676.529072071,871407.1234822291,894854.7485452087,23447.62506297964,6721821.7805268625
TXN-00363,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,HR,CC-HR,PC-CORP,570100,Training,EUR,1.085,7341640.8538954435,206756.13557574817,202814.26209345646,7965680.326476556,224330.40709968677,220053.47437140025,-4276.932728286512,-1.9065327717191507,7745626.852105156,0.972374804743296,On Time,2025-06-19,0,,EMEA,Training,7965680.326476556,224330.40709968677,220053.47437140025,-4276.932728286512,7745626.852105156
TXN-00364,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Engineering,CC-ENG,PC-TECH,520100,Cloud Infrastructure,EUR,1.085,8467635.149864275,872375.9638346455,953136.0235486011,9187384.137602739,946527.9207605904,1034152.5855502321,87624.66478964174,9.257483362902832,8153231.552052507,0.8874377548536821,On Time,2025-06-14,0,,EMEA,Cloud Infrastructure,9187384.137602739,946527.9207605904,1034152.5855502321,87624.66478964174,8153231.552052507
TXN-00365,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Marketing,CC-MKT,PC-GROWTH,520200,Software Licenses,EUR,1.085,8400850.868188206,628871.8039756444,685782.8551264819,9114923.191984203,682325.9073135741,744074.3978122327,61748.49049865862,9.049706282115576,8370848.79417197,0.9183674527870315,30 Days Late,2025-06-20,0,,EMEA,Software Licenses,9114923.191984203,682325.9073135741,744074.3978122327,61748.49049865862,8370848.79417197
TXN-00366,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Engineering,CC-ENG,PC-TECH,520200,Software Licenses,EUR,1.085,8300365.31829551,880668.85383837,838291.7627313869,9005896.370350627,955525.7064146313,909546.5625635547,-45979.1438510766,-4.8119211803941635,8096349.807787073,0.8990054376421674,On Time,2025-06-19,0,,EMEA,Software Licenses,9005896.370350627,955525.7064146313,909546.5625635547,-45979.1438510766,8096349.807787073
TXN-00367,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,IT,CC-IT,PC-TECH,530100,Professional Services,EUR,1.085,6744453.65072815,928198.9443214766,1015065.2229234754,7317732.211040043,1007095.8545888021,1101345.7668719708,94249.91228316876,9.35858407655258,6216386.444168072,0.8494963008880806,On Time,2025-06-12,0,,EMEA,Professional Services,7317732.211040043,1007095.8545888021,1101345.7668719708,94249.91228316876,6216386.444168072
TXN-00368,2025-06-01,2025,FY25,EMEA,Germany,FinSight Europe GmbH,Engineering,CC-ENG,PC-TECH,520200,Software Licenses,EUR,1.085,7677213.277662672,618539.1011532851,659269.5696150557,8329776.406263999,671114.9247513143,715307.4830323354,44192.558281021076,6.584946430359434,7614468.923231663,0.9141264485209443,On Time,2025-06-17,0,,EMEA,Software Licenses,8329776.406263999,671114.9247513143,715307.4830323354,44192.558281021076,7614468.923231663
TXN-00369,2025-06-01,2025,FY25,North America,United States,FinSight US Inc,IT,CC-IT,PC-TECH,530100,Professional Services,USD,1.0,9120211.417100556,816839.2701765839,850682.4506611801,9120211.417100556,816839.2701765839,850682.4506611801,33843.180484596174,4.143187248732541,8269528.966439376,0.9067255777573164,On Time,2025-06-20,0,,North America,Professional Services,9120211.417100556,816839.2701765839,850682.4506611801,33843.180484596174,8269528.966439376
TXN-00370,2025-06-01,2025,FY25,North America,United States,FinSight US Inc,Procurement,CC-PROC,PC-OPS,560100,Office & Facilities,USD,1.0,11681973.784750652,688459.4437287068,672680.0704983235,11681973.784750652,688459.4437287068,672680.0704983235,-15779.373230383266,-2.2919829735971,11009293.714252329,0.9424172590272012,On Time,2025-06-25,0,,North America,Office & Facilities,11681973.784750652,688459.4437287068,672680.0704983235,-15779.373230383266,11009293.714252329
TXN-00371,2025-06-01,2025,FY25,North America,United States,FinSight US Inc,Engineering,CC-ENG,PC-TECH,520200,Software Licenses,USD,1.0,12195250.450606907,847365.2953395508,828128.7822261475,12195250.450606907,847365.2953395508,828128.7822261475,-19236.513113403344,-2.2701558842688985,11367121.66838076,0.9320941553779296,7 Days Late,2025-06-20,0,,North America,Software Licenses,12195250.450606907,847365.2953395508,828128.7822261475,-19236.513113403344,11367121.66838076
TXN-00372,2025-06-01,2025,FY25,North America,United States,FinSight US Inc,Sales,CC-SALES,PC-GROWTH,540100,Travel,USD,1.0,12095977.321077883,516604.16753410996,519709.8694910377,12095977.321077883,516604.16753410996,519709.8694910377,3105.701956927718,0.6011763265000484,11576267.451586846,0.9570344871112304,7 Days Late,2025-06-22,0,,North America,Travel,12095977.321077883,516604.16753410996,519709.8694910377,3105.701956927718,11576267.451586846
TXN-00373,2025-06-01,2025,FY25,North America,United States,FinSight US Inc,IT,CC-IT,PC-TECH,520200,Software Licenses,USD,1.0,10979617.678148543,1184520.282860669,1248417.8549615394,10979617.678148543,1184520.282860669,1248417.8549615394,63897.57210087031,5.394383956562976,9731199.823187005,0.8862967826788615,On Time,2025-06-24,0,,North America,Software Licenses,10979617.678148543,1184520.282860669,1248417.8549615394,63897.57210087031,9731199.823187005
TXN-00374,2025-06-01,2025,FY25,North America,United States,FinSight US Inc,Marketing,CC-MKT,PC-GROWTH,540100,Travel,USD,1.0,10691933.463078842,500107.2018374204,525862.120890647,10691933.463078842,500107.2018374204,525862.120890647,25754.91905322665,5.14987965752177,10166071.342188194,0.9508169291637903,7 Days Late,2025-06-16,0,,North America,Travel,10691933.463078842,500107.2018374204,525862.120890647,25754.91905322665,10166071.342188194
