Transaction ID,Date,Fiscal Year,Fiscal Period,Region,Country,Legal Entity,Business Unit,Department,Cost Center,Profit Center,GL Account,Cost Category,Cost Type,Line Type,Currency,FX Rate to USD,Revenue Local,Budget Local,Actual Local,Revenue USD,Budget USD,Actual USD,Variance USD,Variance %,Profit USD,Margin %,Anomaly Flag,Anomaly,Payment Status,Payment Due Date,Revenue,COGS,Gross Profit,Gross Margin %,EBITDA,EBITDA Margin %,D&A,EBIT,Interest / Finance Cost,EBT,Tax,PAT,PAT Margin %,Cash Inflow,Cash Outflow,Net Cash Flow,Opening Cash,Closing Cash,Account / Cost Category,Budget,Actual,Variance,Profit,Opex,Receivables,Inventory,Payables,Other Current Assets,Other Current Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Current Assets,Current Liabilities,Property Plant Equipment,Other Non-Current Assets,Total Assets,Total Liabilities,Total Equity,Working Capital,Net Debt,Net Working Capital,Balance Sheet Check
TXN-000050,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Engineering,CC-ENG,PC-TECH,520100,Cloud Infrastructure,COGS,Department Driver,USD,1.0,2239717.631312754,424481.26142302685,416397.1873669217,2239717.631312754,424481.26142302685,416397.1873669217,-8084.074056105164,-1.9044595817973669,1823320.4439458323,81.40849625214314,0,Normal,On Time,2025-01-31,2239717.631312754,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Cloud Infrastructure,424481.26142302685,416397.1873669217,-8084.074056105164,1823320.4439458323,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000051,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Finance,CC-FIN,PC-CORP,510100,Payroll,Opex,Payroll,USD,1.0,716709.6420200813,959877.3804575936,903906.482924256,716709.6420200813,959877.3804575936,903906.482924256,-55970.89753333762,-5.831046618335263,-187196.8409041746,-26.11892319134303,0,Normal,On Time,2025-01-31,716709.6420200813,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,959877.3804575936,903906.482924256,-55970.89753333762,-187196.8409041746,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000052,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Finance,CC-FIN,PC-CORP,520200,Software Licenses,Opex,Department Driver,USD,1.0,716709.6420200813,751879.9623608693,930761.8303787648,716709.6420200813,751879.9623608693,930761.8303787648,178881.86801789558,23.79128012086059,-214052.1883586836,-29.865956282570306,1,High Spend / Statistical Anomaly,7 Days Late,2025-01-31,716709.6420200813,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Software Licenses,751879.9623608693,930761.8303787648,178881.86801789558,-214052.1883586836,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000053,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,HR,CC-HR,PC-CORP,510100,Payroll,Opex,Payroll,USD,1.0,716709.6420200813,752463.7384473897,744325.7628891934,716709.6420200813,752463.7384473897,744325.7628891934,-8137.975558196329,-1.0815106618942163,-27616.120869112085,-3.853181155938505,0,Normal,7 Days Late,2025-02-15,716709.6420200813,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,752463.7384473897,744325.7628891934,-8137.975558196329,-27616.120869112085,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000054,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,HR,CC-HR,PC-CORP,530100,Professional Services,Opex,Department Driver,USD,1.0,716709.6420200813,435184.7746986585,434418.4543261585,716709.6420200813,435184.7746986585,434418.4543261585,-766.3203724999463,-0.1760908048841049,282291.18769392284,39.3871061784897,0,Normal,On Time,2025-01-31,716709.6420200813,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Professional Services,435184.7746986585,434418.4543261585,-766.3203724999463,282291.18769392284,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000055,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Sales,CC-SALES,PC-GROWTH,510100,Payroll,COGS,Payroll,USD,1.0,1612596.6945451829,2527001.9347061864,2582991.1904708,1612596.6945451829,2527001.9347061864,2582991.1904708,55989.255764613335,2.215639608171617,-970394.4959256168,-60.17589513906992,0,Normal,On Time,2025-02-15,1612596.6945451829,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,2527001.9347061864,2582991.1904708,55989.255764613335,-970394.4959256168,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000056,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Sales,CC-SALES,PC-GROWTH,540100,Travel,COGS,Department Driver,USD,1.0,1612596.6945451829,643577.5208657738,606620.4795372469,1612596.6945451829,643577.5208657738,606620.4795372469,-36957.04132852695,-5.742438188147161,1005976.215007936,62.38238106346,0,Normal,On Time,2025-02-15,1612596.6945451829,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Travel,643577.5208657738,606620.4795372469,-36957.04132852695,1005976.215007936,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000057,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Marketing,CC-MKT,PC-GROWTH,510100,Payroll,Opex,Payroll,USD,1.0,1075064.463030122,1396673.913588801,1319836.4148332293,1075064.463030122,1396673.913588801,1319836.4148332293,-76837.49875557153,-5.5014630120881245,-244771.95180310728,-22.76811858455497,0,Normal,On Time,2025-02-15,1075064.463030122,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,1396673.913588801,1319836.4148332293,-76837.49875557153,-244771.95180310728,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000058,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Marketing,CC-MKT,PC-GROWTH,550100,Marketing,Opex,Department Driver,USD,1.0,1075064.463030122,805549.8487398534,785236.4478237851,1075064.463030122,805549.8487398534,785236.4478237851,-20313.40091606816,-2.5216814264002463,289828.01520633686,26.959128979990872,0,Normal,On Time,2025-02-15,1075064.463030122,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Marketing,805549.8487398534,785236.4478237851,-20313.40091606816,289828.01520633686,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000059,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Operations,CC-OPS,PC-OPS,510100,Payroll,Opex,Payroll,USD,1.0,1075064.463030122,1450905.5526374204,1438904.6379398983,1075064.463030122,1450905.5526374204,1438904.6379398983,-12000.91469752207,-0.8271327293294248,-363840.1749097763,-33.84356821583284,0,Normal,On Time,2025-01-31,1075064.463030122,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,1450905.5526374204,1438904.6379398983,-12000.91469752207,-363840.1749097763,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000060,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Operations,CC-OPS,PC-OPS,560100,Office & Facilities,COGS,Department Driver,USD,1.0,1075064.463030122,393124.10186317685,377888.4354333145,1075064.463030122,393124.10186317685,377888.4354333145,-15235.666429862344,-3.8755360858452215,697176.0275968076,64.84969521099997,0,Normal,On Time,2025-01-31,1075064.463030122,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Office & Facilities,393124.10186317685,377888.4354333145,-15235.666429862344,697176.0275968076,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000061,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,IT,CC-IT,PC-TECH,510100,Payroll,Opex,Payroll,USD,1.0,895887.0525251017,1436998.0788774537,1441378.3568436825,895887.0525251017,1436998.0788774537,1441378.3568436825,4380.2779662286375,0.3048214211706114,-545491.3043185808,-60.888401365003176,0,Normal,On Time,2025-02-15,895887.0525251017,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,1436998.0788774537,1441378.3568436825,4380.2779662286375,-545491.3043185808,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000062,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,IT,CC-IT,PC-TECH,520200,Software Licenses,COGS,Department Driver,USD,1.0,895887.0525251017,854525.4261664144,800620.29595275,895887.0525251017,854525.4261664144,800620.29595275,-53905.130213664444,-6.308195000761359,95266.75657235167,10.633790978878157,0,Normal,On Time,2025-01-16,895887.0525251017,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Software Licenses,854525.4261664144,800620.29595275,-53905.130213664444,95266.75657235167,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000063,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Procurement,CC-PROC,PC-OPS,510100,Payroll,Opex,Payroll,USD,1.0,627120.9367675711,564177.2041405034,539996.9125264654,627120.9367675711,564177.2041405034,539996.9125264654,-24180.29161403801,-4.285939140500282,87124.02424110577,13.892699020730737,0,Normal,7 Days Late,2025-02-15,627120.9367675711,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,564177.2041405034,539996.9125264654,-24180.29161403801,87124.02424110577,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000064,2025-01-01,2025,2025-01,North America,United States,FinSight US Inc,North America,Procurement,CC-PROC,PC-OPS,530100,Professional Services,Opex,Department Driver,USD,1.0,627120.9367675711,428276.0592246004,412523.4542600479,627120.9367675711,428276.0592246004,412523.4542600479,-15752.604964552516,-3.678142783202222,214597.48250752327,34.2194734581249,0,Normal,15 Days Late,2025-01-16,627120.9367675711,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Professional Services,428276.0592246004,412523.4542600479,-15752.604964552516,214597.48250752327,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000065,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Engineering,CC-ENG,PC-TECH,510100,Payroll,COGS,Payroll,INR,0.0118,115885017.85119373,31752128.531611748,31362828.227571223,1367443.210644086,374675.1166730186,370081.3730853404,-4593.743587678182,-1.2260604943474729,997361.8375587454,72.93625283999717,0,Normal,On Time,2025-03-18,1367443.210644086,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Payroll,374675.1166730186,370081.3730853404,-4593.743587678182,997361.8375587454,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000066,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Engineering,CC-ENG,PC-TECH,520100,Cloud Infrastructure,COGS,Department Driver,INR,0.0118,115885017.85119373,18348747.97031875,19297539.704021785,1367443.210644086,216515.2260497613,227710.96850745703,11195.7424576958,5.170879970872212,1139732.2421366288,83.34768371110624,0,Normal,On Time,2025-03-18,1367443.210644086,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Cloud Infrastructure,216515.2260497613,227710.96850745703,11195.7424576958,1139732.2421366288,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000067,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Finance,CC-FIN,PC-CORP,510100,Payroll,Opex,Payroll,INR,0.0118,37083205.712382,45338249.53316528,46688386.37076118,437581.8274061075,534991.3444913502,550922.9591749819,15931.614683631587,2.9779200818246454,-113341.13176887442,-25.901699903932634,0,Normal,On Time,2025-03-03,437581.8274061075,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Payroll,534991.3444913502,550922.9591749819,15931.614683631587,-113341.13176887442,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000068,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Finance,CC-FIN,PC-CORP,520200,Software Licenses,Opex,Department Driver,INR,0.0118,37083205.712382,33226723.72257953,32053696.259402383,437581.8274061075,392075.3399264385,378233.6158609481,-13841.72406549034,-3.530373542005303,59348.2115451594,13.562768796173058,0,Normal,On Time,2025-03-03,437581.8274061075,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Software Licenses,392075.3399264385,378233.6158609481,-13841.72406549034,59348.2115451594,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000069,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,HR,CC-HR,PC-CORP,510100,Payroll,Opex,Payroll,INR,0.0118,37083205.712382,39408469.42206291,37621410.481313646,437581.8274061075,465019.9391803423,443932.643679501,-21087.295500841265,-4.534707810166236,-6350.816273393517,-1.451343697483923,0,Normal,On Time,2025-03-18,437581.8274061075,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Payroll,465019.9391803423,443932.643679501,-21087.295500841265,-6350.816273393517,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000070,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,HR,CC-HR,PC-CORP,530100,Professional Services,Opex,Department Driver,INR,0.0118,37083205.712382,26379917.10114964,25711992.38183213,437581.8274061075,311283.0217935658,303401.51010561915,-7881.511687946624,-2.5319439661484084,134180.31730048836,30.66405158913497,0,Normal,On Time,2025-02-16,437581.8274061075,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Professional Services,311283.0217935658,303401.51010561915,-7881.511687946624,134180.31730048836,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000071,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Sales,CC-SALES,PC-GROWTH,510100,Payroll,COGS,Payroll,INR,0.0118,83437212.85285947,139103657.798423,136823676.57021424,984559.1116637418,1641423.162021391,1614519.383528528,-26903.778492863203,-1.6390519590165613,-629960.2718647863,-63.98399693851371,0,Normal,On Time,2025-02-16,984559.1116637418,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Payroll,1641423.162021391,1614519.383528528,-26903.778492863203,-629960.2718647863,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000072,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Sales,CC-SALES,PC-GROWTH,540100,Travel,COGS,Department Driver,INR,0.0118,83437212.85285947,35635831.96754717,34445440.31228676,984559.1116637418,420502.8172170566,406456.1956849837,-14046.621532072906,-3.340434583776468,578102.9159787581,58.7169332069722,0,Normal,On Time,2025-02-16,984559.1116637418,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Travel,420502.8172170566,406456.1956849837,-14046.621532072906,578102.9159787581,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000073,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Marketing,CC-MKT,PC-GROWTH,510100,Payroll,Opex,Payroll,INR,0.0118,55624808.56857298,77157484.51096599,72754652.7454839,656372.7411091612,910458.3172293986,858504.9023967101,-51953.41483268842,-5.706292517683516,-202132.16128754892,-30.79533146760164,0,Normal,7 Days Late,2025-03-18,656372.7411091612,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Payroll,910458.3172293986,858504.9023967101,-51953.41483268842,-202132.16128754892,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000074,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Marketing,CC-MKT,PC-GROWTH,550100,Marketing,Opex,Department Driver,INR,0.0118,55624808.56857298,40973914.53436525,41568349.40547084,656372.7411091612,483492.1915055098,490506.5229845559,7014.331479046053,1.4507641699868317,165866.21812460525,25.270125911127693,0,Normal,On Time,2025-02-16,656372.7411091612,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Marketing,483492.1915055098,490506.5229845559,7014.331479046053,165866.21812460525,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
TXN-000075,2025-02-01,2025,2025-02,India,India,FinSight India Pvt Ltd,India,Operations,CC-OPS,PC-OPS,510100,Payroll,COGS,Payroll,INR,0.0118,55624808.56857298,79579077.71605127,80410760.92210533,656372.7411091612,939033.1170494048,948846.9788808428,9813.861831437898,1.045102846028972,-292474.2377716816,-44.559168815793385,0,Normal,On Time,2025-02-16,656372.7411091612,22671428.82547655,32026299.60028689,58.55142530051034,10908317.85264581,19.942908355784358,1512632.2808310245,9395685.571814789,598664.2826811966,8797021.28913359,2221019.501249177,6576001.787884412,12.022440377591655,51809217.03888185,43761238.5579668,8047978.480915055,92388628.980661,100436607.46157606,Payroll,939033.1170494048,948846.9788808428,9813.861831437898,-292474.2377716816,21117981.747641075,75527822.26461582,13416516.7843916,23851585.394473955,16409318.527729033,13127454.822183225,45000000.0,75000000.0,120000000.0,205790265.03831252,81979040.21665718,220000000.0,55000000.0,480790265.03831255,156979040.21665716,323811224.8216554,123811224.82165535,19563392.53842394,65092753.65453346,0.0
